nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
pre_6_train_U00096.3/2999057-2998987,1,1,1,0,0,0,1,2,2,1,2,0,0,1,1,1,1,0,3,3,1,1,1,2,0,1,1,0,1,2,0,1,0,1,2,0,0,1,1,0,1,2,2,2,1,3,0,3,1,0,0,0,1,4,3,0,2,1,0,2,2,0,0,0,tRNA
pre_7_train_U00096.3/3423655-3423583,0,0,1,1,1,1,1,0,0,0,3,1,0,1,0,2,0,1,1,0,3,2,0,2,1,1,1,2,0,0,1,1,1,1,1,1,0,1,0,2,1,2,1,2,4,3,3,0,0,0,4,1,0,1,1,0,2,1,3,2,0,1,2,0,tRNA
pre_8_train_U00096.3/3110366-3110438,1,0,2,1,1,1,0,1,0,0,1,0,0,4,1,0,0,0,1,1,1,1,2,0,2,0,4,3,0,0,2,1,1,0,2,2,0,3,1,0,1,2,1,2,2,2,0,3,1,0,1,0,0,2,3,1,3,1,2,1,0,1,0,0,tRNA
pre_9_train_U00096.3/1992117-1992045,0,0,2,0,1,0,0,2,1,0,1,1,1,1,0,2,1,1,3,0,1,0,4,0,0,1,2,1,0,0,1,2,1,1,1,1,1,1,2,1,2,1,2,3,1,4,1,1,0,0,1,0,0,3,1,0,2,3,2,2,0,2,0,0,tRNA
pre_10_train_U00096.3/1746435-1746508,0,0,2,1,2,0,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,2,0,0,0,0,0,1,1,0,2,3,0,2,0,0,1,1,1,0,0,1,3,3,1,4,3,2,1,1,2,1,2,0,1,0,4,1,3,4,0,0,0,0,tRNA
pre_11_train_U00096.3/2817860-2817787,0,0,2,0,0,3,2,2,1,1,0,1,1,2,0,0,2,1,1,0,1,1,2,0,3,2,2,2,1,2,0,0,0,2,2,4,0,0,1,1,0,1,2,1,2,3,2,1,0,0,1,0,0,1,3,2,3,1,2,0,0,0,0,0,tRNA
pre_12_train_U00096.3/228928-229001,1,1,0,0,0,0,1,1,0,1,1,0,1,2,0,1,0,0,1,0,1,0,3,0,0,1,2,6,0,1,2,1,0,0,3,1,1,2,2,1,0,1,4,3,2,4,0,2,0,1,2,0,1,4,2,0,2,1,1,1,0,1,0,0,tRNA
pre_13_train_U00096.3/1746516-1746589,0,0,1,1,2,0,0,2,0,1,1,0,0,2,0,1,0,2,1,0,1,2,1,1,1,0,0,3,1,1,2,1,0,2,1,0,1,2,2,0,0,1,4,3,1,3,3,2,0,1,2,0,1,0,2,0,3,1,4,3,0,0,0,0,tRNA
pre_14_train_U00096.3/3946957-3947029,1,1,1,0,1,1,2,0,0,0,1,0,0,1,1,3,2,0,1,1,0,5,0,2,0,1,3,1,1,0,0,0,0,1,3,0,0,1,1,2,1,2,1,5,1,3,2,0,1,0,0,0,2,0,2,0,2,0,3,2,0,3,0,1,tRNA
pre_15_train_U00096.3/2043557-2043471,1,1,1,2,0,2,5,1,0,1,2,0,1,2,0,0,2,2,0,0,0,3,1,4,4,1,5,1,0,1,0,0,2,2,4,0,1,1,1,2,2,2,4,2,0,2,2,1,2,0,0,0,1,3,0,0,1,0,1,0,1,3,0,0,tRNA
pre_16_train_U00096.3/4175673-4175744,1,0,0,0,0,1,1,2,1,2,1,0,1,1,1,0,1,0,1,2,1,0,2,1,1,4,2,0,1,3,0,1,0,0,0,2,1,1,0,2,0,1,2,1,1,1,4,2,0,1,1,3,1,5,2,0,1,1,0,1,1,0,0,1,tRNA
pre_17_train_U00096.3/1031712-1031628,1,1,2,0,0,2,3,1,0,1,3,1,0,1,1,1,2,1,2,0,0,1,1,2,3,2,2,2,0,1,1,0,3,1,2,1,1,2,2,1,1,2,2,3,0,3,1,3,2,0,0,0,1,2,2,0,3,1,0,0,0,1,2,1,tRNA
pre_18_train_U00096.3/3982735-3982808,0,0,0,0,1,1,2,2,0,0,0,1,1,1,2,0,1,1,2,0,2,1,1,2,1,2,1,1,0,1,1,0,1,1,4,1,0,1,3,0,2,2,2,2,1,2,0,4,0,0,0,0,0,0,1,1,1,3,5,2,0,2,1,0,tRNA
pre_19_train_U00096.3/696830-696759,0,1,0,0,0,2,4,0,0,2,1,1,0,2,0,0,2,0,2,0,1,3,0,1,0,1,4,2,0,0,1,1,1,2,0,3,3,0,0,0,0,0,2,1,4,1,0,3,0,0,1,1,1,4,1,0,2,1,1,1,0,1,1,2,tRNA
pre_20_train_U00096.3/696504-696433,0,0,0,0,0,2,3,0,0,2,1,1,0,4,0,0,2,0,2,0,1,3,1,0,3,1,2,1,1,1,0,1,1,2,0,4,3,0,0,0,0,0,3,1,2,1,0,3,0,0,1,1,0,3,3,2,1,1,1,1,0,1,1,0,tRNA
pre_21_train_U00096.3/2520931-2521003,1,0,1,0,2,2,0,3,1,0,2,0,1,0,0,0,0,0,1,1,1,3,1,1,0,2,1,2,1,3,0,1,0,1,2,0,1,0,2,0,3,1,4,2,0,4,2,2,0,2,2,2,1,2,1,0,1,1,2,0,0,0,0,0,tRNA
pre_22_train_U00096.3/2466309-2466380,1,0,0,2,0,1,1,0,1,0,4,1,0,1,2,2,2,0,1,1,0,2,0,2,0,1,2,0,2,2,1,0,0,1,2,1,0,2,0,1,1,2,1,0,3,1,0,2,2,1,2,1,2,1,1,3,2,1,0,1,1,0,0,1,tRNA
pre_23_train_U00096.3/2818645-2818556,1,0,2,0,0,2,0,1,0,4,3,1,1,1,0,0,3,0,1,0,1,5,1,2,2,3,2,1,0,2,1,0,0,0,2,3,1,1,2,2,3,1,5,2,1,3,4,1,2,1,2,0,1,2,3,1,1,1,0,0,0,0,1,0,tRNA
pre_24_train_U00096.3/4496405-4496486,2,2,0,3,1,1,2,0,0,1,0,2,1,4,1,1,3,1,1,0,1,0,0,0,1,2,2,4,1,1,1,1,2,0,4,0,0,2,4,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,4,0,4,1,2,0,0,0,0,0,tRNA
pre_25_train_U00096.3/3318289-3318216,1,0,0,2,1,4,1,1,1,0,0,0,0,1,0,0,2,0,0,0,2,2,4,0,1,3,4,1,1,2,1,0,0,0,4,0,0,2,2,2,0,2,3,1,1,4,1,1,1,1,0,1,1,0,1,0,1,1,2,3,0,0,0,0,tRNA
pre_26_train_U00096.3/4175472-4175553,0,2,2,1,1,1,1,1,0,0,3,1,0,2,1,1,4,1,1,0,2,3,1,0,3,2,0,2,0,3,0,1,1,0,3,1,2,1,1,2,1,2,3,1,0,2,1,2,1,1,0,0,0,5,2,1,2,0,1,0,1,0,1,0,tRNA
pre_27_train_U00096.3/1287328-1287247,0,1,1,1,1,1,2,1,0,0,3,1,0,2,1,1,4,2,1,0,1,3,1,0,2,2,0,2,0,4,0,1,1,0,3,1,2,1,1,2,1,2,3,1,0,2,1,2,1,0,0,1,0,5,2,1,3,0,1,0,1,0,1,0,tRNA
pre_28_train_U00096.3/2518116-2518044,0,0,3,0,0,1,2,3,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,2,0,3,1,1,1,0,3,0,1,0,1,2,2,0,0,1,2,3,3,0,1,5,1,3,0,0,3,0,2,1,1,0,1,4,1,0,1,0,0,0,tRNA
pre_29_train_U00096.3/2729444-2729372,0,1,2,0,1,1,1,0,1,1,3,0,0,1,0,0,1,0,3,0,1,4,1,3,0,2,2,1,1,2,0,3,1,2,0,1,1,4,1,1,1,0,4,1,1,1,0,1,0,2,0,0,1,2,2,0,2,0,1,1,1,1,0,0,tRNA
pre_30_train_U00096.3/1991901-1991818,2,2,0,1,0,1,1,0,0,0,3,1,0,3,0,1,0,0,2,0,1,1,4,3,1,2,4,2,0,1,0,1,1,0,1,3,1,2,1,0,1,2,2,3,1,3,3,2,3,0,0,0,1,2,3,0,2,1,2,1,1,0,1,0,tRNA
pre_31_train_U00096.3/3708692-3708619,0,0,0,0,1,2,2,0,1,0,2,1,0,1,1,1,2,0,0,1,2,1,0,2,1,1,2,1,0,2,1,1,0,2,4,1,0,0,3,1,2,2,2,1,1,3,1,2,0,1,0,1,0,0,3,1,1,2,3,2,1,1,0,0,tRNA
pre_32_train_U00096.3/697047-696966,0,1,0,2,1,0,0,0,0,1,1,3,0,1,2,3,1,0,4,0,2,4,2,0,1,2,2,0,0,1,0,0,2,1,2,0,0,0,4,2,3,2,2,3,1,2,1,2,1,0,1,0,1,1,1,1,1,3,2,1,1,1,2,0,tRNA
pre_33_train_U00096.3/1991987-1991917,1,0,1,1,1,1,3,0,0,2,0,1,0,3,1,0,2,1,1,0,0,2,2,0,2,0,2,3,0,1,0,1,2,1,1,1,0,1,1,2,0,2,2,1,2,1,0,3,1,1,0,1,1,0,4,0,1,2,0,1,2,0,1,0,tRNA
pre_34_train_U00096.3/3322158-3322075,0,2,1,0,0,0,0,1,0,1,2,3,1,1,2,1,1,1,2,1,1,0,3,1,1,0,1,2,1,2,1,1,1,0,2,1,1,3,1,1,0,2,5,1,3,1,3,2,1,1,1,0,1,3,1,1,3,0,3,4,0,0,0,0,tRNA
pre_35_train_U00096.3/2286211-2286284,0,0,0,1,0,2,3,0,0,0,1,2,0,1,0,0,1,0,0,0,2,1,2,1,1,2,2,1,1,2,3,0,0,2,4,0,2,0,3,1,0,3,4,3,1,2,1,1,1,0,0,1,1,1,0,1,0,2,3,2,0,2,0,0,tRNA
pre_36_train_U00096.3/4606286-4606203,0,1,0,0,0,0,0,1,0,1,2,4,0,1,2,1,1,0,2,0,0,5,2,2,2,0,1,0,1,2,1,0,1,1,2,1,0,1,3,0,1,1,5,3,3,2,2,2,1,1,2,0,2,1,1,1,1,3,2,2,0,0,0,3,tRNA
pre_37_train_U00096.3/3982606-3982689,0,1,0,0,0,0,0,1,0,1,2,4,0,1,2,1,1,0,2,0,0,5,2,2,2,0,1,0,1,2,1,1,1,1,2,1,0,2,3,0,1,1,5,3,3,1,2,2,1,1,2,0,2,1,1,1,1,3,2,2,0,1,0,1,tRNA
pre_38_train_U00096.3/3836223-3836312,0,0,0,2,0,1,2,1,1,1,0,1,0,2,0,2,1,1,2,0,0,3,1,0,0,3,5,4,0,4,1,0,0,1,2,0,2,2,3,4,2,2,4,0,0,4,3,1,1,0,1,1,2,1,2,1,2,0,2,2,0,1,1,1,tRNA
pre_39_train_U00096.3/3836222-3836312,0,0,0,2,0,1,2,1,1,1,0,1,0,2,0,2,1,1,2,0,0,3,1,0,0,3,5,4,0,4,1,0,1,1,2,0,2,2,3,4,2,2,4,0,0,4,3,1,1,0,1,1,2,1,2,1,2,0,2,2,0,1,1,1,tRNA
nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
pre_0_test_U00096.3/3941813-3943344,20,29,21,14,21,18,29,29,29,28,34,33,17,24,29,10,16,20,25,9,27,14,21,14,23,30,42,20,19,17,32,20,46,19,49,23,18,27,32,26,41,27,51,27,26,16,35,23,28,26,20,20,21,24,19,10,27,24,28,21,5,8,18,9,rRNA
pre_1_test_U00096.3/2729185-2726282,42,46,50,34,46,60,58,39,45,70,79,58,28,30,56,21,64,24,42,28,23,32,42,27,60,44,72,52,29,26,47,25,78,54,76,31,43,42,58,41,86,47,77,66,57,34,82,40,63,39,52,39,22,37,33,35,44,31,50,30,32,23,36,23,rRNA
pre_2_test_U00096.3/4171639-4171754,1,1,1,0,0,1,3,3,0,3,2,1,2,1,3,0,1,1,2,3,4,6,1,0,4,2,2,3,1,0,4,0,2,2,6,0,2,2,4,1,4,2,5,3,1,2,2,0,1,1,1,0,0,4,1,0,0,3,2,3,0,1,1,0,rRNA
pre_3_test_U00096.3/4166664-4168198,21,28,20,13,19,18,30,30,30,29,34,33,17,24,29,10,16,20,25,9,27,15,21,13,23,29,42,19,19,19,32,21,45,19,51,24,18,27,32,26,41,27,51,27,26,16,34,23,28,26,19,20,21,24,18,12,27,24,29,21,5,7,19,9,rRNA
pre_4_test_U00096.3/3943704-3946607,42,46,51,35,46,59,59,41,45,70,76,57,29,31,56,22,64,25,42,28,23,33,41,25,59,45,72,51,29,25,51,23,77,55,78,31,44,40,58,42,89,47,76,64,56,35,79,39,63,38,51,39,22,36,33,36,46,30,49,32,31,23,36,24,rRNA
pre_5_test_U00096.3/3943863-3946589,40,42,50,34,45,53,53,38,41,64,72,55,26,29,53,21,61,23,41,24,21,33,40,23,56,43,70,45,27,24,48,21,74,51,76,28,41,39,54,40,82,46,72,60,50,35,75,35,56,35,45,35,21,34,30,35,44,29,47,32,30,20,33,23,rRNA
pre_6_test_U00096.3/3941813-3943347,20,29,21,14,21,18,29,30,29,28,34,33,17,24,29,10,16,20,25,9,27,15,21,14,23,30,42,20,19,18,32,20,46,19,49,23,18,27,32,26,41,27,51,27,26,16,35,23,28,26,20,20,21,24,19,10,27,24,28,21,5,8,18,9,rRNA
pre_7_test_U00096.3/223776-225307,21,28,21,13,19,16,29,32,29,29,34,31,17,24,30,10,16,20,26,9,28,14,20,13,23,29,42,19,19,18,31,21,44,20,50,24,18,27,32,26,40,27,51,27,26,16,35,23,28,26,17,20,21,25,18,11,28,24,30,22,5,7,19,10,rRNA
nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
pre_0_test_U00096.3/4027375-4027452,1,0,0,0,0,1,1,0,1,5,1,0,0,0,1,1,0,1,0,1,1,1,1,1,2,2,2,1,1,2,3,1,1,0,0,3,1,1,5,2,1,2,0,2,1,0,4,1,0,1,1,3,1,1,3,0,0,1,1,2,1,2,0,1,sRNA
pre_1_test_U00096.3/2691339-2691155,6,2,1,4,5,3,5,2,2,3,1,4,1,3,1,4,4,5,2,3,3,4,1,1,2,5,5,1,5,5,2,4,2,3,1,1,2,2,6,5,2,3,1,3,5,1,2,1,2,3,3,5,4,5,2,2,1,2,3,1,1,3,3,2,sRNA
pre_2_test_U00096.3/507204-507287,7,1,2,3,0,0,2,0,1,0,2,1,3,1,3,2,1,0,0,3,0,1,0,2,0,1,1,1,2,2,0,2,1,0,0,1,3,2,3,0,2,1,0,0,1,0,0,1,4,2,0,2,0,1,0,1,1,3,1,0,0,0,1,5,sRNA
pre_3_test_U00096.3/3311227-3311398,5,1,3,2,3,8,1,3,2,2,3,1,4,2,3,2,3,5,2,2,4,2,4,6,1,6,1,2,2,6,1,5,5,1,1,2,3,3,2,2,3,3,2,1,1,2,1,2,3,2,4,4,4,2,1,3,1,4,1,1,1,2,4,0,sRNA
pre_4_test_U00096.3/1405751-1405656,1,3,3,0,0,0,1,0,2,3,0,1,0,2,3,2,0,1,0,2,1,0,1,2,5,2,3,2,0,0,0,0,0,2,3,3,2,0,5,2,1,1,3,3,0,0,3,1,1,0,1,0,1,1,0,2,2,1,0,0,5,1,3,5,sRNA
pre_5_test_U00096.3/2177481-2177411,1,0,0,0,1,2,1,1,0,7,2,0,0,0,0,0,0,2,0,1,0,0,0,2,3,2,1,0,2,2,2,1,1,1,1,2,1,0,3,2,1,0,0,2,1,0,3,1,1,1,1,3,1,1,3,0,0,0,0,0,1,1,1,1,sRNA
pre_6_test_U00096.3/4235424-4235494,1,0,0,0,1,2,1,0,0,6,1,0,0,0,0,0,0,2,0,1,1,1,3,0,3,2,3,1,1,2,1,1,1,0,0,2,1,1,5,2,1,0,1,2,1,2,2,0,0,1,2,2,1,1,2,0,0,1,0,0,0,1,0,1,sRNA
pre_7_test_U00096.3/4094319-4094389,1,0,0,0,2,1,0,0,0,5,1,0,0,1,1,0,0,1,0,2,1,1,3,2,2,2,3,1,1,2,1,0,1,0,0,2,1,1,5,2,1,2,0,1,1,1,2,0,1,0,2,2,0,1,2,0,0,2,0,0,0,2,0,1,sRNA
pre_8_test_U00096.3/4325981-4325905,1,0,0,0,1,1,0,0,0,5,2,0,0,0,2,0,0,2,0,1,1,1,1,1,3,3,3,0,1,2,2,1,1,0,0,2,1,1,5,3,1,2,0,2,1,0,2,2,0,1,2,2,0,2,4,0,0,1,0,1,1,1,0,1,sRNA
pre_9_test_U00096.3/638707-638800,0,3,2,2,2,1,0,2,1,2,7,0,1,0,1,3,2,1,0,1,1,2,1,1,2,2,3,1,0,1,2,2,3,1,4,0,5,1,0,1,0,2,2,1,2,2,0,1,1,3,2,0,3,1,0,1,1,0,0,1,1,0,0,2,sRNA
pre_10_test_U00096.3/4325881-4325805,1,0,1,0,2,1,0,0,0,5,1,0,0,0,2,0,0,3,0,0,1,1,3,1,3,3,3,1,1,2,1,1,1,0,0,2,1,1,5,3,1,2,0,2,1,1,1,1,0,1,2,2,0,2,3,0,0,1,0,0,1,1,0,1,sRNA
pre_11_test_U00096.3/4614563-4614641,2,0,0,0,1,1,0,0,0,6,1,0,0,0,1,1,0,1,0,1,3,1,2,1,2,2,3,1,1,2,2,1,0,1,1,2,1,1,6,2,1,2,0,2,1,1,2,1,0,1,2,2,0,1,3,0,1,2,1,0,0,1,0,1,sRNA
pre_12_test_U00096.3/3986434-3986582,2,4,2,2,3,2,2,2,1,4,2,3,0,2,4,0,0,3,0,2,6,4,0,4,5,0,1,2,5,5,1,4,1,2,2,1,3,1,3,3,1,3,0,1,0,2,4,3,2,3,3,6,2,3,3,2,2,2,0,2,1,3,2,2,sRNA
pre_13_test_U00096.3/1113480-1113438,2,0,1,2,1,0,1,0,2,1,0,2,1,2,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,2,1,0,1,0,0,1,sRNA
pre_14_test_U00096.3/4094503-4094573,1,0,0,0,2,1,0,0,0,5,1,0,0,1,1,1,0,1,0,2,1,0,1,2,2,2,3,1,1,2,2,0,1,1,0,2,2,1,4,2,1,1,0,1,1,0,2,0,1,0,2,2,0,2,2,0,0,1,0,1,0,2,1,1,sRNA
pre_15_test_U00096.3/247461-247538,1,0,0,0,1,1,0,0,0,6,2,1,0,0,0,1,0,1,0,0,2,1,1,1,2,2,3,1,1,2,2,1,0,2,2,2,1,0,5,2,1,2,0,2,1,0,4,1,0,1,1,3,0,1,4,0,0,1,0,1,2,1,0,1,sRNA
pre_16_test_U00096.3/2316913-2316837,2,2,0,2,0,1,2,1,1,4,1,0,1,1,1,0,2,0,1,1,1,1,1,1,2,2,3,1,1,2,0,1,2,0,0,2,3,1,3,1,0,1,0,2,2,0,1,1,0,2,2,1,1,1,2,0,0,1,1,0,1,1,1,1,sRNA
pre_17_test_U00096.3/984395-984437,2,0,0,4,0,0,1,0,0,2,1,0,1,2,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,2,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,1,0,0,0,1,sRNA
pre_18_test_U00096.3/2236680-2236603,1,0,1,1,1,3,1,0,1,5,1,0,0,0,1,0,2,2,0,0,1,1,2,1,2,3,6,0,0,1,0,2,2,0,1,3,2,1,5,0,0,2,0,2,1,1,2,1,0,1,1,1,2,1,2,0,0,1,0,0,1,1,0,1,sRNA
pre_19_test_U00096.3/4296363-4296431,1,0,0,1,2,1,1,0,0,5,1,0,0,0,1,0,0,2,0,1,1,0,1,1,3,2,1,0,1,3,2,1,0,0,0,2,1,0,4,2,1,0,0,2,1,1,1,2,1,1,2,2,0,3,2,0,0,1,1,0,1,1,0,1,sRNA
pre_20_test_U00096.3/2304985-2305067,1,0,0,1,2,2,1,1,0,5,1,0,0,0,0,0,2,2,1,0,1,2,2,1,2,2,2,2,1,3,1,0,0,0,0,2,0,1,5,2,1,2,1,1,2,0,4,3,0,2,2,2,1,1,2,0,1,2,1,0,1,1,0,1,sRNA
pre_21_test_U00096.3/4058218-4058325,2,2,2,1,4,2,1,1,1,3,3,1,2,1,3,1,1,0,0,5,1,2,0,2,0,1,0,1,0,1,3,5,5,2,0,1,0,1,0,1,3,2,0,0,1,2,2,2,3,3,1,1,3,0,1,3,2,0,2,2,1,0,4,4,sRNA
pre_22_test_U00096.3/2592981-2593057,1,0,0,0,1,1,2,0,1,7,2,0,0,0,1,0,0,1,0,2,2,1,2,1,2,2,3,0,1,2,1,1,1,1,0,2,1,1,4,2,2,0,0,2,2,1,3,0,2,2,2,2,0,1,2,0,0,0,0,1,0,1,0,1,sRNA
pre_23_test_U00096.3/1770372-1770479,3,1,0,4,4,1,1,1,2,1,3,0,0,3,3,2,1,3,0,2,2,2,1,1,1,0,0,2,1,1,2,2,3,0,1,2,0,1,0,2,1,1,0,3,1,0,2,3,3,0,2,3,0,3,0,1,2,2,1,1,5,1,3,7,sRNA
pre_24_test_U00096.3/349752-349823,2,1,1,0,1,2,2,0,1,5,0,0,0,0,0,1,0,3,0,1,2,1,1,1,5,1,1,0,2,2,1,0,0,0,0,3,1,0,5,2,1,1,0,1,1,1,3,0,0,1,2,2,0,1,2,0,0,2,1,0,0,1,0,0,sRNA
pre_25_test_U00096.3/1437118-1437238,5,1,3,4,2,1,0,0,1,2,0,0,0,1,4,4,2,2,1,1,1,0,1,1,3,0,3,2,1,1,0,5,0,1,0,2,4,3,1,2,0,2,0,1,1,0,1,4,1,1,1,4,2,3,1,1,1,2,2,2,5,3,2,12,sRNA
pre_26_test_U00096.3/508686-508763,1,0,0,0,3,2,0,0,0,6,1,0,0,0,1,0,0,1,1,1,1,2,1,1,3,2,3,0,2,3,1,2,0,1,0,3,1,1,4,2,1,1,0,2,1,0,1,2,0,2,2,2,0,1,5,0,0,1,0,0,1,1,0,1,sRNA
pre_27_test_U00096.3/2653515-2653723,18,5,1,12,3,4,5,1,1,1,0,1,8,6,0,6,7,1,0,0,1,3,0,2,2,4,6,4,3,0,4,5,3,0,0,2,3,4,2,1,0,0,1,2,3,3,2,3,12,4,4,3,2,2,4,6,1,3,1,3,5,3,1,8,sRNA
pre_28_test_U00096.3/375061-374984,1,1,0,1,1,1,1,0,0,6,1,0,0,1,0,0,1,1,0,0,2,1,2,1,4,2,2,1,1,2,2,1,0,0,2,2,1,1,5,2,1,2,0,2,2,1,2,0,0,2,2,2,1,1,3,0,0,0,0,1,0,1,0,1,sRNA
pre_29_test_U00096.3/4019978-4020229,2,4,4,2,5,3,6,2,3,7,5,4,2,1,6,1,5,1,2,2,1,4,3,4,7,11,6,4,2,2,7,4,9,2,7,4,5,6,7,4,2,5,9,3,3,2,8,3,5,3,2,4,1,4,4,4,5,7,0,1,1,1,4,1,sRNA
pre_30_test_U00096.3/1972739-1972816,4,2,0,3,1,3,1,1,0,2,0,0,1,0,2,3,1,1,0,1,1,2,3,0,3,2,1,0,0,1,0,2,4,0,1,0,1,0,1,0,2,1,0,1,0,2,3,1,2,0,0,4,1,1,1,1,1,1,1,0,1,1,0,1,sRNA
pre_31_test_U00096.3/2808134-2808211,2,0,0,0,1,1,0,0,0,5,1,0,0,0,1,0,0,1,0,1,2,1,1,1,2,2,1,2,1,2,2,2,0,1,0,2,0,0,6,2,1,3,1,2,1,1,2,1,0,0,1,3,1,2,2,1,0,2,0,0,0,1,3,3,sRNA
pre_32_test_U00096.3/3203265-3203195,1,0,0,0,2,1,1,0,0,6,1,0,1,1,0,0,1,2,0,1,1,2,2,1,2,2,2,0,1,2,2,1,1,0,0,2,1,1,4,2,1,1,0,2,0,1,1,1,1,1,2,2,1,0,3,0,0,1,0,0,0,1,0,1,sRNA
nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
pre_0_test_U00096.3/3982510-3982582,0,0,2,0,0,3,0,1,0,0,0,0,1,2,1,2,1,1,1,2,2,0,0,1,0,0,1,2,0,0,2,1,0,0,1,2,1,1,1,1,1,1,2,1,2,2,2,3,0,0,2,1,1,2,1,0,3,3,2,4,1,1,1,0,tRNA
pre_1_test_U00096.3/225500-225572,0,0,3,0,0,1,1,3,1,1,0,1,0,0,0,0,0,0,0,2,3,2,2,0,0,4,2,1,1,0,1,1,0,1,3,1,0,0,0,3,2,3,3,0,1,5,1,2,0,0,1,0,1,1,2,1,1,3,1,0,1,0,2,0,tRNA
pre_2_test_U00096.3/225381-225454,1,0,1,0,0,1,1,1,0,2,2,3,0,2,0,0,0,1,1,0,3,2,0,2,1,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,2,3,1,2,3,3,3,1,0,5,1,2,0,0,0,1,1,1,3,1,0,0,0,tRNA
pre_3_test_U00096.3/262871-262943,0,0,2,1,1,0,2,1,0,1,1,2,1,2,1,1,1,1,0,2,2,1,0,0,1,2,0,1,3,0,0,1,1,0,4,1,0,0,2,1,1,2,0,0,2,3,1,1,0,0,1,2,0,0,3,1,2,1,3,3,1,1,0,1,tRNA
pre_4_test_U00096.3/3982375-3982448,0,0,3,0,0,1,1,2,0,1,0,2,0,1,0,0,1,0,0,0,2,2,1,2,2,2,4,2,1,1,1,0,0,0,3,2,1,2,2,1,0,5,2,0,1,3,2,1,0,0,2,0,0,1,2,1,3,1,1,0,0,2,0,0,tRNA
pre_5_test_U00096.3/2947387-2947460,1,0,0,1,1,4,0,1,0,0,1,1,0,1,0,0,2,0,0,0,2,2,4,0,1,3,4,1,1,2,1,0,0,0,4,0,0,2,3,2,0,2,3,1,1,4,1,1,1,1,0,1,1,0,1,0,1,1,2,3,0,0,0,0,tRNA
pre_6_test_U00096.3/297178-297251,2,0,0,2,1,0,2,0,0,2,1,3,3,2,2,1,1,1,1,1,2,1,0,0,0,1,0,0,3,1,0,2,1,0,3,2,0,0,1,1,1,0,0,0,1,3,0,1,4,1,0,2,1,0,3,1,1,1,2,3,0,1,0,1,tRNA
