Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,label
Caulfield North,2,u,610000.0,7.8,2.0,1.0,1.0,816.0,Southern Metropolitan
Essendon West,3,h,1305000.0,9.8,3.0,1.0,2.0,147.0,Western Metropolitan
Brunswick,2,h,884000.0,5.2,2.0,1.0,0.0,148.0,Northern Metropolitan
Brighton East,3,h,900000.0,10.7,3.0,2.0,2.0,236.0,Southern Metropolitan
Southbank,2,u,580000.0,1.2,2.0,1.0,1.0,0.0,Southern Metropolitan
St Kilda,2,h,875000.0,6.1,2.0,1.0,1.0,123.0,Southern Metropolitan
Richmond,2,u,604000.0,2.6,2.0,2.0,2.0,0.0,Northern Metropolitan
Heidelberg Heights,3,h,659500.0,10.5,3.0,1.0,1.0,608.0,Eastern Metropolitan
Braybrook,3,h,730000.0,10.8,3.0,2.0,2.0,544.0,Western Metropolitan
Doncaster,3,h,1060000.0,12.4,3.0,1.0,1.0,633.0,Eastern Metropolitan
Braybrook,3,h,696000.0,10.8,3.0,1.0,0.0,557.0,Western Metropolitan
North Melbourne,2,h,962000.0,1.8,2.0,1.0,0.0,91.0,Northern Metropolitan
Richmond,3,h,1650000.0,2.6,3.0,2.0,1.0,312.0,Northern Metropolitan
Preston,3,h,1250000.0,8.8,3.0,1.0,2.0,644.0,Northern Metropolitan
Werribee,4,h,603500.0,14.7,4.0,2.0,4.0,650.0,Western Metropolitan
Craigieburn,3,h,412500.0,20.6,3.0,2.0,1.0,197.0,Northern Metropolitan
Northcote,2,h,780000.0,5.3,2.0,1.0,,242.0,Northern Metropolitan
Hampton,3,h,1682000.0,13.7,3.0,1.0,1.0,767.0,Southern Metropolitan
Maribyrnong,4,h,1190000.0,8.7,4.0,3.0,2.0,224.0,Western Metropolitan
Airport West,2,h,675000.0,13.5,2.0,1.0,1.0,612.0,Western Metropolitan
Parkdale,5,h,1350000.0,21.5,5.0,2.0,2.0,653.0,South-Eastern Metropolitan
Armadale,3,t,1586000.0,6.3,2.0,2.0,2.0,246.0,Southern Metropolitan
Brighton,3,t,1411000.0,11.2,3.0,2.0,2.0,0.0,Southern Metropolitan
Balwyn North,4,h,1750000.0,9.2,4.0,2.0,2.0,673.0,Southern Metropolitan
Balwyn,4,h,2250000.0,9.7,3.0,1.0,2.0,832.0,Southern Metropolitan
Bentleigh,4,h,1150000.0,13.0,4.0,2.0,2.0,384.0,Southern Metropolitan
Glenroy,2,h,725000.0,11.2,2.0,1.0,2.0,590.0,Northern Metropolitan
Albert Park,3,h,2500000.0,3.0,3.0,2.0,1.0,165.0,Southern Metropolitan
Newport,2,h,800000.0,8.4,2.0,1.0,1.0,244.0,Western Metropolitan
Brighton East,4,h,2720000.0,10.3,4.0,3.0,2.0,792.0,Southern Metropolitan
Thornbury,2,u,601000.0,6.5,2.0,1.0,1.0,82.0,Northern Metropolitan
Preston,2,h,986000.0,8.8,2.0,1.0,1.0,472.0,Northern Metropolitan
Balwyn North,2,u,905000.0,9.7,2.0,1.0,1.0,132.0,Southern Metropolitan
Chadstone,3,u,700000.0,13.6,2.0,2.0,1.0,224.0,Southern Metropolitan
West Footscray,3,h,875000.0,8.2,3.0,2.0,3.0,336.0,Western Metropolitan
Croydon,3,h,985500.0,23.0,3.0,1.0,2.0,973.0,Eastern Metropolitan
Albion,2,h,730000.0,13.9,2.0,1.0,0.0,697.0,Western Metropolitan
Maribyrnong,2,u,570000.0,8.7,2.0,2.0,1.0,3014.0,Western Metropolitan
Balwyn,3,t,1680000.0,9.7,3.0,3.0,1.0,329.0,Southern Metropolitan
Albion,5,h,905000.0,10.5,5.0,2.0,3.0,732.0,Western Metropolitan
Thornbury,2,u,438000.0,6.5,2.0,1.0,1.0,0.0,Northern Metropolitan
Ivanhoe,2,u,490000.0,7.9,2.0,1.0,1.0,0.0,Eastern Metropolitan
Hawthorn,4,h,3335000.0,5.3,4.0,2.0,2.0,371.0,Southern Metropolitan
Surrey Hills,5,h,2630000.0,11.2,5.0,3.0,2.0,777.0,Southern Metropolitan
Travancore,4,h,2070000.0,4.3,4.0,3.0,2.0,291.0,Western Metropolitan
Westmeadows,3,h,540000.0,16.5,3.0,1.0,2.0,532.0,Northern Metropolitan
Kew,5,h,5065000.0,5.4,5.0,4.0,2.0,892.0,Southern Metropolitan
Bundoora,3,h,730000.0,12.1,3.0,1.0,1.0,612.0,Northern Metropolitan
Parkville,3,u,1360000.0,2.6,3.0,2.0,1.0,0.0,Northern Metropolitan
Brunswick West,2,h,1225000.0,5.2,2.0,1.0,2.0,501.0,Northern Metropolitan
Kew,2,t,672000.0,5.6,2.0,1.0,1.0,0.0,Southern Metropolitan
Sunshine West,4,h,682000.0,10.5,4.0,1.0,2.0,534.0,Western Metropolitan
Coburg,4,h,1400000.0,7.8,4.0,1.0,1.0,856.0,Northern Metropolitan
Brighton,4,h,1761000.0,11.2,4.0,2.0,3.0,615.0,Southern Metropolitan
Parkdale,3,h,940000.0,21.5,3.0,2.0,2.0,454.0,South-Eastern Metropolitan
Coburg North,3,h,780000.0,9.2,3.0,1.0,2.0,677.0,Northern Metropolitan
Yarraville,4,h,1340000.0,7.0,4.0,2.0,0.0,297.0,Western Metropolitan
Sunbury,3,h,662000.0,31.7,3.0,1.0,2.0,1050.0,Western Metropolitan
Bentleigh East,3,h,1197000.0,13.9,3.0,1.0,2.0,692.0,Southern Metropolitan
Bentleigh East,3,h,1110000.0,13.9,3.0,1.0,6.0,542.0,Southern Metropolitan
Essendon West,3,h,1406000.0,9.8,3.0,1.0,1.0,34.0,Western Metropolitan
Westmeadows,3,h,410000.0,16.5,3.0,1.0,2.0,542.0,Northern Metropolitan
Yarraville,3,h,1005000.0,6.3,3.0,1.0,2.0,451.0,Western Metropolitan
Williamstown,3,h,1285000.0,6.8,3.0,2.0,3.0,448.0,Western Metropolitan
Epping,3,h,646000.0,19.6,3.0,2.0,2.0,716.0,Northern Metropolitan
Doreen,4,h,555000.0,25.9,4.0,2.0,2.0,387.0,Northern Victoria
Sunshine,2,u,425500.0,12.6,2.0,1.0,0.0,153.0,Western Metropolitan
Niddrie,3,u,760000.0,11.2,3.0,2.0,1.0,198.0,Western Metropolitan
Brighton East,3,t,1300000.0,10.7,3.0,2.0,2.0,337.0,Southern Metropolitan
Box Hill,2,u,645000.0,13.1,2.0,1.0,1.0,140.0,Eastern Metropolitan
Ivanhoe,3,t,855000.0,7.9,3.0,2.0,2.0,0.0,Eastern Metropolitan
Camberwell,4,h,2385000.0,7.7,4.0,2.0,2.0,671.0,Southern Metropolitan
Bentleigh East,2,u,380000.0,13.9,3.0,2.0,1.0,0.0,Southern Metropolitan
Caroline Springs,3,h,525000.0,14.8,3.0,1.0,1.0,400.0,Western Metropolitan
Hadfield,4,h,741000.0,11.2,4.0,1.0,2.0,652.0,Northern Metropolitan
Heathmont,3,t,670000.0,21.3,3.0,2.0,1.0,194.0,Eastern Metropolitan
Malvern East,4,h,2355000.0,11.2,4.0,2.0,3.0,0.0,Southern Metropolitan
Camberwell,2,h,706000.0,7.8,2.0,1.0,1.0,95.0,Southern Metropolitan
South Yarra,2,u,1350000.0,2.7,2.0,2.0,1.0,0.0,Southern Metropolitan
Black Rock,3,u,1080000.0,17.3,3.0,2.0,2.0,328.0,Southern Metropolitan
Glen Iris,3,h,2085000.0,9.2,3.0,1.0,2.0,715.0,Southern Metropolitan
Kew,3,h,2310000.0,5.6,3.0,1.0,2.0,782.0,Southern Metropolitan
Reservoir,1,u,220000.0,11.2,1.0,1.0,1.0,0.0,Northern Metropolitan
Hoppers Crossing,3,h,520000.0,18.4,3.0,1.0,0.0,609.0,Western Metropolitan
Bentleigh,3,h,867000.0,13.0,3.0,2.0,1.0,578.0,Southern Metropolitan
Hawthorn East,3,h,2040000.0,7.5,3.0,1.0,2.0,783.0,Southern Metropolitan
Richmond,2,h,1045000.0,2.6,2.0,1.0,1.0,138.0,Northern Metropolitan
Hawthorn East,4,t,1425000.0,7.5,4.0,2.0,2.0,154.0,Southern Metropolitan
Briar Hill,3,h,830000.0,16.1,3.0,1.0,2.0,905.0,Eastern Metropolitan
Cremorne,1,u,405000.0,2.5,1.0,1.0,1.0,0.0,Northern Metropolitan
Reservoir,3,h,810000.0,11.2,3.0,1.0,2.0,564.0,Northern Metropolitan
Mount Waverley,3,h,1360000.0,14.2,3.0,2.0,2.0,710.0,Eastern Metropolitan
Altona,3,h,853000.0,11.0,3.0,1.0,1.0,600.0,Western Metropolitan
Oakleigh,3,h,880000.0,14.0,3.0,1.0,1.0,670.0,Southern Metropolitan
Brighton,4,h,3200000.0,10.5,4.0,3.0,2.0,635.0,Southern Metropolitan
Preston,4,h,1315000.0,8.8,4.0,3.0,2.0,836.0,Northern Metropolitan
Wantirna South,3,u,622000.0,14.7,3.0,1.0,1.0,137.0,Eastern Metropolitan
Abbotsford,3,h,1200000.0,2.5,3.0,2.0,1.0,113.0,Northern Metropolitan
Kew,3,h,1965000.0,5.6,3.0,1.0,2.0,813.0,Southern Metropolitan
Preston,5,h,630000.0,8.8,5.0,5.0,3.0,199.0,Northern Metropolitan
St Kilda,1,u,475000.0,6.1,1.0,1.0,1.0,0.0,Southern Metropolitan
Roxburgh Park,4,h,465000.0,20.6,4.0,2.0,1.0,417.0,Northern Metropolitan
Brighton,2,u,855000.0,10.5,2.0,1.0,1.0,106.0,Southern Metropolitan
Moorabbin,3,t,917000.0,14.6,3.0,2.0,2.0,472.0,Southern Metropolitan
Moonee Ponds,4,h,1425000.0,6.2,4.0,2.0,2.0,388.0,Western Metropolitan
Port Melbourne,4,h,2160000.0,3.8,3.0,3.0,2.0,232.0,Southern Metropolitan
Werribee,3,h,412500.0,14.7,3.0,1.0,1.0,583.0,Western Metropolitan
Surrey Hills,4,h,2200000.0,11.2,4.0,2.0,2.0,734.0,Southern Metropolitan
Preston,3,h,1215000.0,8.8,3.0,1.0,1.0,690.0,Northern Metropolitan
Mount Waverley,5,h,1600000.0,14.2,5.0,3.0,3.0,728.0,Eastern Metropolitan
Richmond,2,u,807000.0,2.6,2.0,2.0,2.0,0.0,Northern Metropolitan
Preston,2,h,2300000.0,8.8,2.0,1.0,2.0,465.0,Northern Metropolitan
Doncaster,3,u,655000.0,13.9,3.0,2.0,2.0,0.0,Eastern Metropolitan
Newport,4,h,970000.0,8.4,3.0,1.0,1.0,619.0,Western Metropolitan
Aspendale,3,h,970000.0,21.5,4.0,2.0,2.0,612.0,South-Eastern Metropolitan
Mulgrave,3,h,755000.0,18.8,3.0,2.0,2.0,197.0,South-Eastern Metropolitan
Waterways,4,h,1265000.0,21.5,4.0,2.0,2.0,604.0,South-Eastern Metropolitan
Ashburton,5,h,1600000.0,11.0,5.0,3.0,4.0,700.0,Southern Metropolitan
Glen Iris,4,h,2975000.0,9.2,4.0,3.0,4.0,0.0,Southern Metropolitan
Bundoora,3,h,715000.0,12.1,3.0,1.0,1.0,541.0,Northern Metropolitan
Doncaster,3,h,1180000.0,13.9,3.0,1.0,2.0,657.0,Eastern Metropolitan
Richmond,2,u,750000.0,2.6,2.0,2.0,1.0,0.0,Northern Metropolitan
Essendon,3,h,1330000.0,8.0,3.0,1.0,4.0,687.0,Western Metropolitan
Essendon,3,u,840000.0,8.0,3.0,2.0,1.0,282.0,Western Metropolitan
Richmond,3,h,1346000.0,2.6,2.0,1.0,1.0,207.0,Northern Metropolitan
Kensington,2,h,1031000.0,4.2,2.0,1.0,1.0,163.0,Northern Metropolitan
Fawkner,2,h,786000.0,13.1,2.0,1.0,4.0,687.0,Northern Metropolitan
Collingwood,1,u,365000.0,2.0,1.0,1.0,0.0,0.0,Northern Metropolitan
Niddrie,3,t,820000.0,11.2,3.0,2.0,1.0,229.0,Western Metropolitan
Northcote,5,h,1750000.0,5.5,5.0,2.0,0.0,406.0,Northern Metropolitan
Clayton,3,u,810000.0,16.7,3.0,1.0,2.0,340.0,South-Eastern Metropolitan
Pascoe Vale,3,h,650000.0,9.9,3.0,2.0,1.0,266.0,Northern Metropolitan
Bentleigh,4,t,1320000.0,13.0,4.0,3.0,3.0,346.0,Southern Metropolitan
Essendon,1,u,330000.0,8.0,1.0,1.0,1.0,0.0,Western Metropolitan
Richmond,1,u,385000.0,2.6,1.0,1.0,1.0,0.0,Northern Metropolitan
Bellfield,2,h,906000.0,8.8,2.0,1.0,1.0,617.0,Eastern Metropolitan
Brunswick East,2,u,665000.0,4.5,2.0,1.0,1.0,0.0,Northern Metropolitan
Moorabbin,2,h,1191000.0,14.6,2.0,1.0,2.0,756.0,Southern Metropolitan
Hampton,5,h,3201000.0,13.7,5.0,3.0,2.0,760.0,Southern Metropolitan
Ivanhoe,3,h,970000.0,7.9,3.0,1.0,4.0,459.0,Eastern Metropolitan
Malvern East,4,h,2200000.0,11.2,4.0,2.0,2.0,541.0,Southern Metropolitan
Ascot Vale,3,t,1130000.0,4.3,3.0,2.0,1.0,231.0,Western Metropolitan
Brunswick,2,u,692000.0,5.2,2.0,1.0,1.0,0.0,Northern Metropolitan
Prahran,2,h,1400000.0,4.6,2.0,1.0,0.0,212.0,Southern Metropolitan
Brighton,2,t,1230000.0,11.2,2.0,2.0,2.0,201.0,Southern Metropolitan
Ivanhoe,4,h,1720000.0,7.9,4.0,2.0,3.0,631.0,Eastern Metropolitan
Elsternwick,2,u,626000.0,8.5,2.0,1.0,1.0,1764.0,Southern Metropolitan
Preston,3,h,1000000.0,8.8,3.0,1.0,2.0,463.0,Northern Metropolitan
Reservoir,4,h,902000.0,12.0,4.0,2.0,3.0,700.0,Northern Metropolitan
Brunswick,1,u,170000.0,5.2,1.0,1.0,0.0,1250.0,Northern Metropolitan
Newport,2,h,1215000.0,8.4,2.0,1.0,2.0,482.0,Western Metropolitan
Abbotsford,2,h,940000.0,3.0,2.0,1.0,0.0,424.0,Northern Metropolitan
Hawthorn East,2,u,500000.0,7.5,2.0,1.0,1.0,710.0,Southern Metropolitan
Niddrie,3,h,1300000.0,10.4,3.0,1.0,4.0,646.0,Western Metropolitan
Huntingdale,3,h,1093800.0,12.3,3.0,1.0,2.0,501.0,Southern Metropolitan
Balwyn,2,u,526000.0,9.7,2.0,1.0,1.0,0.0,Southern Metropolitan
Bentleigh,3,h,1640000.0,11.4,3.0,1.0,3.0,585.0,Southern Metropolitan
Moonee Ponds,2,u,672000.0,6.9,2.0,1.0,2.0,230.0,Western Metropolitan
Balwyn North,2,u,950000.0,9.7,2.0,1.0,1.0,327.0,Southern Metropolitan
Doncaster,3,h,1410000.0,12.4,3.0,1.0,2.0,723.0,Eastern Metropolitan
Alphington,2,t,650000.0,6.4,0.0,1.0,0.0,0.0,Northern Metropolitan
Braybrook,3,h,765000.0,10.8,3.0,1.0,1.0,658.0,Western Metropolitan
South Yarra,2,h,1214000.0,3.3,2.0,1.0,0.0,161.0,Southern Metropolitan
Seddon,3,h,1180000.0,5.1,3.0,1.0,0.0,198.0,Western Metropolitan
Fairfield,2,h,1220000.0,5.8,2.0,1.0,2.0,537.0,Northern Metropolitan
Northcote,3,h,1307500.0,5.3,3.0,2.0,0.0,258.0,Northern Metropolitan
Braybrook,4,h,1000000.0,10.8,4.0,3.0,2.0,475.0,Western Metropolitan
Sunshine,3,h,651500.0,12.6,3.0,1.0,1.0,555.0,Western Metropolitan
Alphington,5,h,2840000.0,6.4,5.0,4.0,4.0,809.0,Northern Metropolitan
Carnegie,3,u,1105000.0,11.4,3.0,2.0,2.0,271.0,Southern Metropolitan
Fitzroy,4,h,3310000.0,1.6,4.0,4.0,2.0,337.0,Northern Metropolitan
Carnegie,1,u,330000.0,11.4,1.0,1.0,1.0,0.0,Southern Metropolitan
Brunswick,4,h,1630000.0,5.2,4.0,2.0,1.0,278.0,Northern Metropolitan
Reservoir,3,h,801000.0,11.2,3.0,1.0,1.0,551.0,Northern Metropolitan
Glenroy,5,h,705000.0,13.0,5.0,3.0,2.0,612.0,Northern Metropolitan
Wantirna South,3,h,970000.0,14.7,3.0,2.0,2.0,674.0,Eastern Metropolitan
Hawthorn East,3,t,1240000.0,7.5,3.0,2.0,2.0,155.0,Southern Metropolitan
Carnegie,2,h,907000.0,11.4,2.0,1.0,2.0,316.0,Southern Metropolitan
Williamstown,2,h,895000.0,8.0,2.0,2.0,1.0,193.0,Western Metropolitan
Heidelberg West,2,h,715000.0,9.4,2.0,1.0,3.0,609.0,Eastern Metropolitan
Rosanna,2,h,725000.0,11.4,2.0,2.0,2.0,336.0,Eastern Metropolitan
Essendon,4,t,1250000.0,8.0,3.0,3.0,2.0,374.0,Western Metropolitan
Sunshine West,3,h,650000.0,13.5,3.0,1.0,3.0,612.0,Western Metropolitan
Keilor East,3,h,675000.0,12.8,3.0,2.0,1.0,549.0,Western Metropolitan
Bentleigh East,4,h,1460000.0,13.8,4.0,1.0,2.0,722.0,Southern Metropolitan
Vermont,4,h,1270000.0,17.2,4.0,2.0,2.0,600.0,Eastern Metropolitan
Murrumbeena,4,t,1200000.0,12.1,4.0,3.0,2.0,297.0,Southern Metropolitan
Essendon,4,t,1162500.0,8.0,4.0,2.0,1.0,230.0,Western Metropolitan
McKinnon,4,h,1830000.0,11.4,4.0,2.0,1.0,567.0,Southern Metropolitan
Northcote,3,h,1360000.0,5.3,3.0,2.0,1.0,184.0,Northern Metropolitan
Reservoir,3,h,630000.0,12.0,3.0,1.0,2.0,0.0,Northern Metropolitan
Caroline Springs,3,t,360000.0,14.8,3.0,1.0,1.0,0.0,Western Metropolitan
Elsternwick,3,h,1805000.0,8.5,3.0,2.0,1.0,347.0,Southern Metropolitan
Carlton North,4,h,2175000.0,3.2,3.0,1.0,0.0,418.0,Northern Metropolitan
Kew,2,h,758000.0,5.4,2.0,1.0,2.0,901.0,Southern Metropolitan
Carlton,3,h,1550000.0,1.8,2.0,3.0,1.0,0.0,Northern Metropolitan
Richmond,2,u,1040000.0,2.6,3.0,2.0,2.0,0.0,Northern Metropolitan
Niddrie,2,u,522500.0,11.2,2.0,1.0,1.0,167.0,Western Metropolitan
Keilor East,3,h,720000.0,12.8,3.0,1.0,2.0,639.0,Western Metropolitan
Ascot Vale,3,h,1250000.0,4.3,3.0,1.0,1.0,327.0,Western Metropolitan
Middle Park,4,h,2500000.0,3.0,4.0,3.0,1.0,209.0,Southern Metropolitan
Bentleigh East,3,t,970000.0,13.9,3.0,2.0,2.0,321.0,Southern Metropolitan
Elwood,2,u,695000.0,7.7,2.0,1.0,1.0,845.0,Southern Metropolitan
Brunswick,4,h,1790000.0,5.2,3.0,1.0,1.0,416.0,Northern Metropolitan
McKinnon,2,h,1200000.0,11.4,2.0,1.0,2.0,397.0,Southern Metropolitan
Brunswick East,4,h,1290000.0,4.5,4.0,2.0,2.0,468.0,Northern Metropolitan
Heidelberg West,2,h,705000.0,9.4,2.0,1.0,1.0,583.0,Eastern Metropolitan
Hampton East,3,t,1020000.0,14.5,2.0,2.0,2.0,221.0,Southern Metropolitan
Templestowe Lower,3,h,1245000.0,12.4,3.0,2.0,2.0,779.0,Eastern Metropolitan
Williamstown,3,h,1710000.0,8.0,3.0,2.0,1.0,260.0,Western Metropolitan
Keilor East,3,h,880000.0,12.8,3.0,1.0,2.0,584.0,Western Metropolitan
West Melbourne,3,h,2370000.0,1.9,3.0,3.0,2.0,265.0,Northern Metropolitan
Sunshine,5,h,895000.0,12.6,4.0,2.0,2.0,690.0,Western Metropolitan
Balwyn,3,h,1670000.0,9.7,3.0,1.0,1.0,534.0,Southern Metropolitan
Sunshine North,3,h,595000.0,10.5,3.0,1.0,,589.0,Western Metropolitan
Albert Park,3,h,1740000.0,3.3,3.0,2.0,2.0,147.0,Southern Metropolitan
Dingley Village,4,h,1281000.0,22.2,4.0,2.0,2.0,566.0,South-Eastern Metropolitan
Kew,2,t,707500.0,5.6,2.0,1.0,1.0,124.0,Southern Metropolitan
Sunbury,3,h,495000.0,31.7,3.0,2.0,2.0,563.0,Western Metropolitan
Coburg,2,u,500000.0,7.8,2.0,1.0,1.0,0.0,Northern Metropolitan
Wheelers Hill,4,h,1194700.0,16.7,4.0,2.0,2.0,875.0,South-Eastern Metropolitan
Kingsville,1,h,630000.0,7.8,1.0,1.0,1.0,370.0,Western Metropolitan
Surrey Hills,4,h,2345000.0,11.2,4.0,2.0,2.0,798.0,Southern Metropolitan
Hawthorn,2,u,753000.0,4.6,2.0,1.0,2.0,0.0,Southern Metropolitan
Box Hill,3,h,1200000.0,13.1,3.0,1.0,2.0,550.0,Eastern Metropolitan
Keilor East,4,h,816000.0,12.8,4.0,2.0,1.0,540.0,Western Metropolitan
Essendon North,2,h,685000.0,8.2,2.0,1.0,1.0,173.0,Western Metropolitan
Prahran,2,u,660000.0,4.6,2.0,2.0,1.0,0.0,Southern Metropolitan
Maribyrnong,3,h,986500.0,8.7,3.0,1.0,1.0,629.0,Western Metropolitan
Highett,2,u,645000.0,16.0,2.0,1.0,1.0,105.0,Southern Metropolitan
Pascoe Vale,3,h,731000.0,9.9,3.0,1.0,2.0,568.0,Northern Metropolitan
Templestowe Lower,3,h,650000.0,13.8,3.0,1.0,2.0,327.0,Eastern Metropolitan
Ardeer,3,h,645000.0,12.8,3.0,1.0,1.0,603.0,Western Metropolitan
Albert Park,3,h,2800000.0,3.3,3.0,3.0,1.0,0.0,Southern Metropolitan
Ashburton,4,h,2650000.0,11.0,4.0,3.0,2.0,753.0,Southern Metropolitan
Derrimut,3,h,630000.0,14.7,3.0,2.0,2.0,504.0,Western Metropolitan
Kingsville,2,h,685000.0,7.8,2.0,1.0,1.0,220.0,Western Metropolitan
Richmond,2,h,1220000.0,2.6,2.0,1.0,1.0,166.0,Northern Metropolitan
Gowanbrae,3,h,525000.0,13.6,3.0,2.0,1.0,223.0,Western Metropolitan
Oakleigh South,4,h,1310000.0,14.7,4.0,2.0,4.0,993.0,South-Eastern Metropolitan
St Kilda,1,u,435000.0,6.1,1.0,1.0,1.0,0.0,Southern Metropolitan
Upwey,2,h,575000.0,29.3,2.0,1.0,1.0,1200.0,Eastern Victoria
Hampton,3,t,2200000.0,13.7,3.0,2.0,3.0,1402.0,Southern Metropolitan
South Melbourne,2,h,1200000.0,2.1,2.0,2.0,1.0,131.0,Southern Metropolitan
Carnegie,1,u,381000.0,10.1,1.0,1.0,1.0,2048.0,Southern Metropolitan
Balwyn North,3,h,1335000.0,9.2,3.0,2.0,2.0,368.0,Southern Metropolitan
Maidstone,3,h,793000.0,6.4,3.0,1.0,2.0,417.0,Western Metropolitan
Coburg,3,h,1210000.0,6.7,3.0,1.0,4.0,460.0,Northern Metropolitan
Templestowe Lower,3,h,1240000.0,12.4,3.0,2.0,1.0,673.0,Eastern Metropolitan
Essendon,3,u,930000.0,7.5,3.0,2.0,1.0,223.0,Western Metropolitan
Balwyn North,3,h,1818000.0,9.2,3.0,1.0,1.0,722.0,Southern Metropolitan
Hawthorn,2,h,1535000.0,4.6,2.0,1.0,0.0,243.0,Southern Metropolitan
Balwyn,5,h,3900000.0,9.7,5.0,7.0,6.0,0.0,Southern Metropolitan
Sunshine West,3,h,515000.0,13.5,3.0,1.0,1.0,620.0,Western Metropolitan
Hampton,5,h,3470000.0,13.7,5.0,3.0,4.0,670.0,Southern Metropolitan
Heidelberg Heights,2,h,700000.0,10.5,3.0,2.0,1.0,608.0,Eastern Metropolitan
South Melbourne,2,h,1150000.0,2.1,2.0,1.0,1.0,91.0,Southern Metropolitan
Pascoe Vale,3,h,975000.0,9.9,3.0,1.0,3.0,686.0,Northern Metropolitan
Abbotsford,3,h,850000.0,2.5,3.0,2.0,1.0,94.0,Northern Metropolitan
Hawthorn East,3,h,1320000.0,7.5,3.0,2.0,1.0,213.0,Southern Metropolitan
Pascoe Vale,3,h,600000.0,9.9,3.0,1.0,3.0,490.0,Northern Metropolitan
Kensington,2,t,700000.0,4.2,2.0,2.0,1.0,324.0,Northern Metropolitan
Carnegie,2,h,817500.0,11.4,2.0,1.0,1.0,211.0,Southern Metropolitan
Werribee,4,h,665000.0,14.7,4.0,2.0,2.0,520.0,Western Metropolitan
Edithvale,3,h,1100000.0,27.0,3.0,2.0,4.0,737.0,South-Eastern Metropolitan
Port Melbourne,3,h,1384000.0,3.8,3.0,1.0,0.0,184.0,Southern Metropolitan
Richmond,2,h,935000.0,2.6,2.0,1.0,1.0,67.0,Northern Metropolitan
Balwyn North,7,h,2600000.0,9.2,5.0,3.0,3.0,637.0,Southern Metropolitan
Richmond,3,h,1400000.0,2.6,3.0,2.0,0.0,848.0,Northern Metropolitan
Toorak,1,u,552000.0,4.6,1.0,1.0,1.0,0.0,Southern Metropolitan
Carlton North,4,h,3450000.0,3.2,4.0,2.0,1.0,515.0,Northern Metropolitan
Malvern East,4,h,2490000.0,11.2,3.0,2.0,2.0,640.0,Southern Metropolitan
Greenvale,3,h,550000.0,20.4,3.0,2.0,2.0,392.0,Northern Metropolitan
Ardeer,3,h,730000.0,12.8,3.0,2.0,2.0,739.0,Western Metropolitan
Toorak,3,h,2500000.0,4.1,3.0,2.0,2.0,440.0,Southern Metropolitan
Burwood,3,h,1238000.0,10.4,3.0,2.0,1.0,735.0,Southern Metropolitan
Werribee,3,h,510000.0,14.7,3.0,2.0,2.0,658.0,Western Metropolitan
Mentone,3,t,792000.0,20.0,3.0,2.0,2.0,156.0,South-Eastern Metropolitan
Kew,3,h,1410000.0,5.6,3.0,1.0,2.0,304.0,Southern Metropolitan
Rosanna,3,h,1100000.0,8.9,3.0,1.0,2.0,648.0,Eastern Metropolitan
Glenroy,3,h,721000.0,13.0,3.0,1.0,2.0,674.0,Northern Metropolitan
Malvern East,4,h,2800000.0,11.2,4.0,2.0,3.0,809.0,Southern Metropolitan
Heidelberg Heights,3,t,575000.0,10.5,3.0,1.0,2.0,192.0,Eastern Metropolitan
Watsonia,3,h,581000.0,14.9,3.0,2.0,2.0,567.0,Northern Metropolitan
Montmorency,3,h,755000.0,16.2,3.0,1.0,2.0,848.0,Eastern Metropolitan
Gowanbrae,3,t,468000.0,13.6,3.0,2.0,2.0,178.0,Western Metropolitan
Oak Park,2,t,560000.0,11.2,2.0,1.0,1.0,132.0,Northern Metropolitan
Maribyrnong,4,h,1085000.0,4.3,4.0,2.0,2.0,238.0,Western Metropolitan
Canterbury,4,h,2725000.0,8.4,4.0,2.0,2.0,650.0,Southern Metropolitan
Camberwell,4,h,2216000.0,7.8,4.0,2.0,0.0,670.0,Southern Metropolitan
Elsternwick,4,h,2410000.0,7.2,4.0,2.0,1.0,390.0,Southern Metropolitan
Hampton,2,u,685000.0,13.7,2.0,1.0,2.0,0.0,Southern Metropolitan
Surrey Hills,2,h,1018000.0,11.2,3.0,1.0,2.0,391.0,Southern Metropolitan
Ringwood,4,h,1335000.0,19.9,4.0,1.0,0.0,697.0,Eastern Metropolitan
Jacana,3,h,626000.0,14.0,3.0,1.0,2.0,622.0,Northern Metropolitan
Sunshine West,3,t,521000.0,13.5,3.0,3.0,2.0,134.0,Western Metropolitan
Gowanbrae,4,t,655000.0,12.9,4.0,3.0,2.0,170.0,Western Metropolitan
Werribee,4,h,510000.0,14.7,4.0,2.0,1.0,531.0,Western Metropolitan
Abbotsford,2,u,750000.0,2.5,2.0,2.0,1.0,0.0,Northern Metropolitan
North Melbourne,4,h,2920000.0,2.3,4.0,3.0,4.0,310.0,Northern Metropolitan
Vermont South,4,h,1250000.0,17.2,4.0,2.0,2.0,986.0,Eastern Metropolitan
Williamstown North,3,t,720000.0,8.9,3.0,2.0,2.0,146.0,Western Metropolitan
Braybrook,2,h,826000.0,10.8,2.0,1.0,2.0,667.0,Western Metropolitan
Bentleigh East,5,h,1600000.0,13.9,4.0,2.0,2.0,659.0,Southern Metropolitan
Malvern East,1,u,373000.0,11.2,1.0,1.0,1.0,0.0,Southern Metropolitan
