Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize
Newport,2,h,1215000.0,8.4,2.0,1.0,2.0,482.0
Abbotsford,2,h,940000.0,3.0,2.0,1.0,0.0,424.0
Hawthorn East,2,u,500000.0,7.5,2.0,1.0,1.0,710.0
Niddrie,3,h,1300000.0,10.4,3.0,1.0,4.0,646.0
Huntingdale,3,h,1093800.0,12.3,3.0,1.0,2.0,501.0
Balwyn,2,u,526000.0,9.7,2.0,1.0,1.0,0.0
Bentleigh,3,h,1640000.0,11.4,3.0,1.0,3.0,585.0
Moonee Ponds,2,u,672000.0,6.9,2.0,1.0,2.0,230.0
Balwyn North,2,u,950000.0,9.7,2.0,1.0,1.0,327.0
Doncaster,3,h,1410000.0,12.4,3.0,1.0,2.0,723.0
Alphington,2,t,650000.0,6.4,0.0,1.0,0.0,0.0
Braybrook,3,h,765000.0,10.8,3.0,1.0,1.0,658.0
South Yarra,2,h,1214000.0,3.3,2.0,1.0,0.0,161.0
Seddon,3,h,1180000.0,5.1,3.0,1.0,0.0,198.0
Fairfield,2,h,1220000.0,5.8,2.0,1.0,2.0,537.0
Northcote,3,h,1307500.0,5.3,3.0,2.0,0.0,258.0
Braybrook,4,h,1000000.0,10.8,4.0,3.0,2.0,475.0
Sunshine,3,h,651500.0,12.6,3.0,1.0,1.0,555.0
Alphington,5,h,2840000.0,6.4,5.0,4.0,4.0,809.0
Carnegie,3,u,1105000.0,11.4,3.0,2.0,2.0,271.0
Fitzroy,4,h,3310000.0,1.6,4.0,4.0,2.0,337.0
Carnegie,1,u,330000.0,11.4,1.0,1.0,1.0,0.0
Brunswick,4,h,1630000.0,5.2,4.0,2.0,1.0,278.0
Reservoir,3,h,801000.0,11.2,3.0,1.0,1.0,551.0
Glenroy,5,h,705000.0,13.0,5.0,3.0,2.0,612.0
Wantirna South,3,h,970000.0,14.7,3.0,2.0,2.0,674.0
Hawthorn East,3,t,1240000.0,7.5,3.0,2.0,2.0,155.0
Carnegie,2,h,907000.0,11.4,2.0,1.0,2.0,316.0
Williamstown,2,h,895000.0,8.0,2.0,2.0,1.0,193.0
Heidelberg West,2,h,715000.0,9.4,2.0,1.0,3.0,609.0
Rosanna,2,h,725000.0,11.4,2.0,2.0,2.0,336.0
Essendon,4,t,1250000.0,8.0,3.0,3.0,2.0,374.0
Sunshine West,3,h,650000.0,13.5,3.0,1.0,3.0,612.0
Keilor East,3,h,675000.0,12.8,3.0,2.0,1.0,549.0
Bentleigh East,4,h,1460000.0,13.8,4.0,1.0,2.0,722.0
Vermont,4,h,1270000.0,17.2,4.0,2.0,2.0,600.0
Murrumbeena,4,t,1200000.0,12.1,4.0,3.0,2.0,297.0
Essendon,4,t,1162500.0,8.0,4.0,2.0,1.0,230.0
McKinnon,4,h,1830000.0,11.4,4.0,2.0,1.0,567.0
Northcote,3,h,1360000.0,5.3,3.0,2.0,1.0,184.0
Reservoir,3,h,630000.0,12.0,3.0,1.0,2.0,0.0
Caroline Springs,3,t,360000.0,14.8,3.0,1.0,1.0,0.0
Elsternwick,3,h,1805000.0,8.5,3.0,2.0,1.0,347.0
Carlton North,4,h,2175000.0,3.2,3.0,1.0,0.0,418.0
Kew,2,h,758000.0,5.4,2.0,1.0,2.0,901.0
Carlton,3,h,1550000.0,1.8,2.0,3.0,1.0,0.0
Richmond,2,u,1040000.0,2.6,3.0,2.0,2.0,0.0
Niddrie,2,u,522500.0,11.2,2.0,1.0,1.0,167.0
Keilor East,3,h,720000.0,12.8,3.0,1.0,2.0,639.0
Ascot Vale,3,h,1250000.0,4.3,3.0,1.0,1.0,327.0
Middle Park,4,h,2500000.0,3.0,4.0,3.0,1.0,209.0
Bentleigh East,3,t,970000.0,13.9,3.0,2.0,2.0,321.0
Elwood,2,u,695000.0,7.7,2.0,1.0,1.0,845.0
Brunswick,4,h,1790000.0,5.2,3.0,1.0,1.0,416.0
McKinnon,2,h,1200000.0,11.4,2.0,1.0,2.0,397.0
Brunswick East,4,h,1290000.0,4.5,4.0,2.0,2.0,468.0
Heidelberg West,2,h,705000.0,9.4,2.0,1.0,1.0,583.0
Hampton East,3,t,1020000.0,14.5,2.0,2.0,2.0,221.0
Templestowe Lower,3,h,1245000.0,12.4,3.0,2.0,2.0,779.0
Williamstown,3,h,1710000.0,8.0,3.0,2.0,1.0,260.0
Keilor East,3,h,880000.0,12.8,3.0,1.0,2.0,584.0
West Melbourne,3,h,2370000.0,1.9,3.0,3.0,2.0,265.0
Sunshine,5,h,895000.0,12.6,4.0,2.0,2.0,690.0
Balwyn,3,h,1670000.0,9.7,3.0,1.0,1.0,534.0
Sunshine North,3,h,595000.0,10.5,3.0,1.0,,589.0
Albert Park,3,h,1740000.0,3.3,3.0,2.0,2.0,147.0
Dingley Village,4,h,1281000.0,22.2,4.0,2.0,2.0,566.0
Kew,2,t,707500.0,5.6,2.0,1.0,1.0,124.0
Sunbury,3,h,495000.0,31.7,3.0,2.0,2.0,563.0
Coburg,2,u,500000.0,7.8,2.0,1.0,1.0,0.0
Wheelers Hill,4,h,1194700.0,16.7,4.0,2.0,2.0,875.0
Kingsville,1,h,630000.0,7.8,1.0,1.0,1.0,370.0
Surrey Hills,4,h,2345000.0,11.2,4.0,2.0,2.0,798.0
Hawthorn,2,u,753000.0,4.6,2.0,1.0,2.0,0.0
Box Hill,3,h,1200000.0,13.1,3.0,1.0,2.0,550.0
Keilor East,4,h,816000.0,12.8,4.0,2.0,1.0,540.0
Essendon North,2,h,685000.0,8.2,2.0,1.0,1.0,173.0
Prahran,2,u,660000.0,4.6,2.0,2.0,1.0,0.0
Maribyrnong,3,h,986500.0,8.7,3.0,1.0,1.0,629.0
Highett,2,u,645000.0,16.0,2.0,1.0,1.0,105.0
Pascoe Vale,3,h,731000.0,9.9,3.0,1.0,2.0,568.0
Templestowe Lower,3,h,650000.0,13.8,3.0,1.0,2.0,327.0
Ardeer,3,h,645000.0,12.8,3.0,1.0,1.0,603.0
Albert Park,3,h,2800000.0,3.3,3.0,3.0,1.0,0.0
Ashburton,4,h,2650000.0,11.0,4.0,3.0,2.0,753.0
Derrimut,3,h,630000.0,14.7,3.0,2.0,2.0,504.0
Kingsville,2,h,685000.0,7.8,2.0,1.0,1.0,220.0
Richmond,2,h,1220000.0,2.6,2.0,1.0,1.0,166.0
Gowanbrae,3,h,525000.0,13.6,3.0,2.0,1.0,223.0
Oakleigh South,4,h,1310000.0,14.7,4.0,2.0,4.0,993.0
St Kilda,1,u,435000.0,6.1,1.0,1.0,1.0,0.0
Upwey,2,h,575000.0,29.3,2.0,1.0,1.0,1200.0
Hampton,3,t,2200000.0,13.7,3.0,2.0,3.0,1402.0
South Melbourne,2,h,1200000.0,2.1,2.0,2.0,1.0,131.0
Carnegie,1,u,381000.0,10.1,1.0,1.0,1.0,2048.0
Balwyn North,3,h,1335000.0,9.2,3.0,2.0,2.0,368.0
Maidstone,3,h,793000.0,6.4,3.0,1.0,2.0,417.0
Coburg,3,h,1210000.0,6.7,3.0,1.0,4.0,460.0
Templestowe Lower,3,h,1240000.0,12.4,3.0,2.0,1.0,673.0
Essendon,3,u,930000.0,7.5,3.0,2.0,1.0,223.0
Balwyn North,3,h,1818000.0,9.2,3.0,1.0,1.0,722.0
Hawthorn,2,h,1535000.0,4.6,2.0,1.0,0.0,243.0
Balwyn,5,h,3900000.0,9.7,5.0,7.0,6.0,0.0
Sunshine West,3,h,515000.0,13.5,3.0,1.0,1.0,620.0
Hampton,5,h,3470000.0,13.7,5.0,3.0,4.0,670.0
Heidelberg Heights,2,h,700000.0,10.5,3.0,2.0,1.0,608.0
South Melbourne,2,h,1150000.0,2.1,2.0,1.0,1.0,91.0
Pascoe Vale,3,h,975000.0,9.9,3.0,1.0,3.0,686.0
Abbotsford,3,h,850000.0,2.5,3.0,2.0,1.0,94.0
Hawthorn East,3,h,1320000.0,7.5,3.0,2.0,1.0,213.0
Pascoe Vale,3,h,600000.0,9.9,3.0,1.0,3.0,490.0
Kensington,2,t,700000.0,4.2,2.0,2.0,1.0,324.0
Carnegie,2,h,817500.0,11.4,2.0,1.0,1.0,211.0
Werribee,4,h,665000.0,14.7,4.0,2.0,2.0,520.0
Edithvale,3,h,1100000.0,27.0,3.0,2.0,4.0,737.0
Port Melbourne,3,h,1384000.0,3.8,3.0,1.0,0.0,184.0
Richmond,2,h,935000.0,2.6,2.0,1.0,1.0,67.0
Balwyn North,7,h,2600000.0,9.2,5.0,3.0,3.0,637.0
Richmond,3,h,1400000.0,2.6,3.0,2.0,0.0,848.0
Toorak,1,u,552000.0,4.6,1.0,1.0,1.0,0.0
Carlton North,4,h,3450000.0,3.2,4.0,2.0,1.0,515.0
Malvern East,4,h,2490000.0,11.2,3.0,2.0,2.0,640.0
Greenvale,3,h,550000.0,20.4,3.0,2.0,2.0,392.0
Ardeer,3,h,730000.0,12.8,3.0,2.0,2.0,739.0
Toorak,3,h,2500000.0,4.1,3.0,2.0,2.0,440.0
Burwood,3,h,1238000.0,10.4,3.0,2.0,1.0,735.0
Werribee,3,h,510000.0,14.7,3.0,2.0,2.0,658.0
Mentone,3,t,792000.0,20.0,3.0,2.0,2.0,156.0
Kew,3,h,1410000.0,5.6,3.0,1.0,2.0,304.0
Rosanna,3,h,1100000.0,8.9,3.0,1.0,2.0,648.0
Glenroy,3,h,721000.0,13.0,3.0,1.0,2.0,674.0
Malvern East,4,h,2800000.0,11.2,4.0,2.0,3.0,809.0
Heidelberg Heights,3,t,575000.0,10.5,3.0,1.0,2.0,192.0
Watsonia,3,h,581000.0,14.9,3.0,2.0,2.0,567.0
Montmorency,3,h,755000.0,16.2,3.0,1.0,2.0,848.0
Gowanbrae,3,t,468000.0,13.6,3.0,2.0,2.0,178.0
Oak Park,2,t,560000.0,11.2,2.0,1.0,1.0,132.0
Maribyrnong,4,h,1085000.0,4.3,4.0,2.0,2.0,238.0
Canterbury,4,h,2725000.0,8.4,4.0,2.0,2.0,650.0
Camberwell,4,h,2216000.0,7.8,4.0,2.0,0.0,670.0
Elsternwick,4,h,2410000.0,7.2,4.0,2.0,1.0,390.0
Hampton,2,u,685000.0,13.7,2.0,1.0,2.0,0.0
Surrey Hills,2,h,1018000.0,11.2,3.0,1.0,2.0,391.0
Ringwood,4,h,1335000.0,19.9,4.0,1.0,0.0,697.0
Jacana,3,h,626000.0,14.0,3.0,1.0,2.0,622.0
Sunshine West,3,t,521000.0,13.5,3.0,3.0,2.0,134.0
Gowanbrae,4,t,655000.0,12.9,4.0,3.0,2.0,170.0
Werribee,4,h,510000.0,14.7,4.0,2.0,1.0,531.0
Abbotsford,2,u,750000.0,2.5,2.0,2.0,1.0,0.0
North Melbourne,4,h,2920000.0,2.3,4.0,3.0,4.0,310.0
Vermont South,4,h,1250000.0,17.2,4.0,2.0,2.0,986.0
Williamstown North,3,t,720000.0,8.9,3.0,2.0,2.0,146.0
Braybrook,2,h,826000.0,10.8,2.0,1.0,2.0,667.0
Bentleigh East,5,h,1600000.0,13.9,4.0,2.0,2.0,659.0
Malvern East,1,u,373000.0,11.2,1.0,1.0,1.0,0.0
Fawkner,3,h,661000.0,13.1,3.0,1.0,2.0,619.0
South Melbourne,3,h,1720000.0,2.1,3.0,1.0,0.0,130.0
Coburg,3,t,810000.0,7.8,3.0,2.0,1.0,213.0
Travancore,3,h,1257000.0,5.3,3.0,2.0,1.0,337.0
Port Melbourne,2,h,1000000.0,3.8,2.0,2.0,0.0,96.0
Prahran,2,u,830000.0,4.5,2.0,1.0,1.0,727.0
Hawthorn,3,h,1450000.0,5.3,3.0,1.0,0.0,216.0
Deer Park,3,h,589000.0,14.8,3.0,2.0,2.0,544.0
South Yarra,2,u,499000.0,3.3,2.0,1.0,1.0,0.0
Malvern East,3,t,1060000.0,8.4,3.0,1.0,1.0,206.0
Clifton Hill,2,u,495000.0,3.4,2.0,1.0,1.0,515.0
Watsonia,3,h,1040000.0,14.9,3.0,2.0,1.0,903.0
Richmond,2,h,1220000.0,2.6,2.0,1.0,1.0,219.0
Richmond,2,h,1145000.0,2.6,2.0,1.0,1.0,197.0
Balwyn,2,u,635000.0,9.7,2.0,1.0,1.0,0.0
Kew,4,h,2800000.0,5.6,4.0,1.0,0.0,919.0
Coburg,2,h,642000.0,7.8,2.0,1.0,0.0,167.0
Keilor East,3,h,900000.0,12.8,3.0,1.0,1.0,713.0
South Yarra,3,h,1510000.0,3.3,3.0,5.0,0.0,241.0
Seaholme,5,h,1415000.0,12.7,5.0,3.0,6.0,705.0
Balaclava,2,u,442000.0,6.6,2.0,1.0,1.0,0.0
Hampton,4,h,1875000.0,13.7,4.0,2.0,3.0,685.0
Eltham,3,h,655000.0,18.0,3.0,1.0,2.0,197.0
Craigieburn,3,h,515000.0,20.6,3.0,2.0,2.0,490.0
Fawkner,3,h,670000.0,12.4,3.0,1.0,2.0,585.0
Toorak,2,u,920000.0,4.1,2.0,2.0,1.0,0.0
Yarraville,2,h,856000.0,7.0,2.0,1.0,1.0,261.0
Preston,2,u,610000.0,8.8,2.0,1.0,1.0,126.0
Ormond,2,u,450000.0,11.8,2.0,1.0,1.0,0.0
Murrumbeena,3,h,1220000.0,12.1,3.0,1.0,2.0,735.0
Hampton East,3,h,1070000.0,14.5,3.0,1.0,3.0,583.0
Kensington,2,u,515000.0,4.2,2.0,1.0,1.0,3957.0
Hughesdale,4,h,1570000.0,12.3,4.0,2.0,1.0,455.0
Keilor East,3,h,705000.0,12.8,3.0,1.0,2.0,616.0
Clifton Hill,3,h,1180000.0,3.4,3.0,3.0,1.0,142.0
Flemington,2,h,1060000.0,4.4,2.0,1.0,0.0,209.0
Kew,2,u,700000.0,5.6,2.0,1.0,1.0,0.0
South Melbourne,2,u,530000.0,1.9,2.0,1.0,1.0,1646.0
Hampton,4,h,1600000.0,13.7,4.0,2.0,2.0,607.0
Brighton,4,h,2250000.0,10.5,4.0,2.0,1.0,512.0
Preston,2,u,515000.0,8.8,2.0,1.0,1.0,187.0
Glenroy,2,h,726335.0,13.0,2.0,1.0,2.0,590.0
Ivanhoe,2,u,504000.0,7.9,2.0,1.0,1.0,0.0
Parkville,2,h,1851000.0,2.6,2.0,1.0,1.0,172.0
Brunswick West,4,h,1250000.0,5.2,4.0,2.0,2.0,600.0
Hawthorn,1,u,400000.0,4.6,1.0,1.0,1.0,0.0
Brunswick East,2,u,435000.0,4.5,2.0,1.0,1.0,0.0
Sunbury,3,h,482000.0,31.7,3.0,2.0,4.0,664.0
Yarraville,4,h,1285000.0,6.3,4.0,1.0,1.0,362.0
Kew,2,u,562500.0,5.6,2.0,2.0,1.0,0.0
Chadstone,2,h,1002000.0,13.6,2.0,1.0,1.0,585.0
Hawthorn East,4,h,3100000.0,7.5,3.0,2.0,2.0,640.0
St Kilda,2,u,487500.0,6.1,2.0,1.0,2.0,1676.0
Doncaster East,3,h,1385000.0,14.3,3.0,2.0,3.0,654.0
Bentleigh East,3,h,1050000.0,13.9,3.0,2.0,2.0,627.0
Ascot Vale,4,h,1100000.0,5.9,4.0,2.0,5.0,559.0
Bentleigh East,3,h,1140000.0,13.9,4.0,1.0,3.0,701.0
Maribyrnong,2,u,410000.0,4.3,2.0,1.0,2.0,0.0
West Footscray,2,h,855000.0,6.4,2.0,1.0,1.0,332.0
Kealba,4,h,646000.0,15.0,4.0,2.0,2.0,658.0
Elwood,2,u,955000.0,7.7,2.0,1.0,1.0,2925.0
Avondale Heights,3,h,635000.0,10.5,3.0,1.0,1.0,597.0
Malvern East,3,h,2273000.0,11.2,3.0,3.0,1.0,376.0
Murrumbeena,4,h,1800000.0,12.1,4.0,2.0,2.0,990.0
Carlton North,5,h,2450000.0,3.2,5.0,3.0,2.0,268.0
Doncaster,3,h,1474000.0,13.9,4.0,2.0,2.0,753.0
Kensington,2,h,850000.0,4.2,2.0,1.0,1.0,169.0
Melbourne,2,u,450000.0,2.8,2.0,1.0,1.0,0.0
Balwyn North,3,h,1360000.0,9.7,3.0,2.0,2.0,424.0
Essendon,4,h,2100000.0,7.5,4.0,2.0,3.0,920.0
Fitzroy North,3,h,1450000.0,3.5,3.0,2.0,1.0,118.0
Glen Iris,2,u,519500.0,7.3,2.0,1.0,1.0,1101.0
Reservoir,3,t,642500.0,12.0,3.0,2.0,2.0,160.0
West Footscray,4,h,710000.0,8.2,4.0,1.0,1.0,255.0
Ashburton,4,h,1860000.0,11.0,4.0,2.0,3.0,696.0
Ascot Vale,3,h,1310000.0,4.3,3.0,1.0,2.0,523.0
Port Melbourne,2,h,1400000.0,3.8,2.0,1.0,1.0,168.0
Viewbank,3,h,775000.0,13.8,5.0,3.0,2.0,586.0
Northcote,2,u,583000.0,5.5,2.0,2.0,1.0,0.0
Kensington,2,u,425000.0,4.2,2.0,1.0,1.0,0.0
Kurunjang,3,h,330000.0,31.7,3.0,1.0,1.0,654.0
Hawthorn East,2,u,887000.0,7.5,2.0,2.0,2.0,0.0
Melton West,3,h,410000.0,31.7,3.0,2.0,2.0,740.0
Carnegie,4,h,1550000.0,11.4,4.0,2.0,2.0,757.0
Burwood,3,h,1588000.0,10.4,3.0,2.0,2.0,708.0
Gisborne,3,h,690000.0,45.9,3.0,2.0,2.0,2189.0
Richmond,3,u,791500.0,2.6,3.0,2.0,2.0,0.0
Blackburn North,2,u,706000.0,13.4,2.0,1.0,1.0,305.0
Hawthorn East,5,h,1700000.0,7.5,5.0,3.0,2.0,431.0
Ashwood,4,h,1500000.0,12.2,4.0,2.0,1.0,593.0
Mill Park,3,h,610000.0,17.9,3.0,1.0,1.0,560.0
Heidelberg Heights,2,h,757000.0,10.5,2.0,2.0,2.0,275.0
Werribee,4,h,645000.0,14.7,4.0,2.0,2.0,555.0
Burnley,3,h,1435000.0,3.5,3.0,1.0,0.0,182.0
Heidelberg Heights,2,h,650000.0,8.8,2.0,1.0,0.0,683.0
Hawthorn East,2,h,1582000.0,7.5,2.0,2.0,2.0,358.0
Canterbury,3,h,1587500.0,9.0,3.0,1.0,1.0,459.0
Parkville,4,h,2375000.0,2.6,4.0,2.0,2.0,182.0
Kew,3,h,2770000.0,5.6,3.0,3.0,4.0,1197.0
Berwick,4,h,683000.0,35.2,4.0,2.0,2.0,670.0
Thornbury,2,u,560000.0,6.5,2.0,1.0,2.0,0.0
Bentleigh,3,h,1200000.0,13.0,3.0,2.0,2.0,590.0
Reservoir,3,h,930000.0,12.0,3.0,1.0,2.0,735.0
Mill Park,3,h,668000.0,17.9,3.0,2.0,1.0,555.0
West Footscray,3,h,675000.0,6.4,3.0,1.0,1.0,160.0
Maribyrnong,3,h,1050000.0,4.3,3.0,2.0,1.0,563.0
Templestowe Lower,4,h,1561000.0,12.4,4.0,2.0,2.0,1128.0
Reservoir,3,h,685000.0,12.0,3.0,1.0,3.0,494.0
Brunswick,4,h,1900000.0,5.2,4.0,3.0,2.0,0.0
Kingsbury,4,h,800001.0,12.1,4.0,1.0,2.0,467.0
St Kilda,1,u,517500.0,5.0,1.0,1.0,0.0,980.0
Pascoe Vale,3,h,940000.0,8.5,3.0,1.0,1.0,559.0
Thornbury,2,h,874000.0,6.5,2.0,1.0,2.0,333.0
South Yarra,3,u,1430000.0,2.7,3.0,3.0,1.0,913.0
St Kilda,2,u,785000.0,6.1,2.0,2.0,2.0,0.0
Mitcham,3,u,907800.0,17.2,3.0,2.0,2.0,309.0
Fawkner,3,h,668000.0,12.4,3.0,1.0,1.0,540.0
Brunswick East,3,t,892000.0,4.5,3.0,2.0,1.0,0.0
Fawkner,3,h,645000.0,12.4,3.0,1.0,4.0,661.0
Brunswick West,3,h,1300000.0,5.9,3.0,1.0,2.0,364.0
South Kingsville,2,u,300000.0,9.1,2.0,1.0,1.0,0.0
Brighton,4,h,4225000.0,11.2,4.0,2.0,2.0,920.0
Albion,3,h,787000.0,10.5,3.0,1.0,3.0,716.0
Elwood,2,u,520000.0,7.2,2.0,1.0,1.0,3256.0
Balwyn North,3,h,1900000.0,9.7,3.0,1.0,1.0,912.0
Fitzroy North,2,h,1210000.0,3.5,2.0,1.0,1.0,223.0
Kew East,4,h,1600000.0,7.3,4.0,2.0,2.0,12300.0
Brighton East,3,h,1400000.0,10.7,3.0,1.0,2.0,677.0
Preston,2,h,600000.0,8.8,2.0,1.0,2.0,220.0
Essendon,4,h,1600000.0,8.0,4.0,3.0,1.0,519.0
Hawthorn East,4,h,2320000.0,6.2,4.0,2.0,2.0,528.0
Oakleigh,4,h,1180000.0,14.0,4.0,1.0,2.0,604.0
Fairfield,3,h,1125000.0,5.8,2.0,1.0,2.0,530.0
Northcote,3,h,1305000.0,5.3,3.0,1.0,0.0,375.0
Caulfield North,2,u,550000.0,8.1,2.0,1.0,1.0,0.0
St Kilda,1,u,320000.0,6.1,1.0,2.0,1.0,0.0
Bentleigh,4,h,2435000.0,13.0,3.0,2.0,2.0,795.0
Sunshine West,1,h,280000.0,13.5,1.0,1.0,2.0,0.0
Moonee Ponds,3,h,1145000.0,6.9,3.0,2.0,2.0,478.0
Glenroy,3,t,680000.0,13.0,3.0,2.0,2.0,243.0
Sunshine,4,h,760000.0,12.6,4.0,1.0,5.0,650.0
Bulleen,4,t,950000.0,10.8,4.0,2.0,2.0,189.0
Deer Park,3,h,629500.0,14.8,3.0,1.0,6.0,534.0
Templestowe Lower,2,t,678000.0,13.8,2.0,1.0,1.0,340.0
Tullamarine,4,h,895000.0,12.9,4.0,2.0,2.0,700.0
Croydon,4,h,932000.0,23.0,4.0,2.0,2.0,880.0
Ashwood,3,h,1305000.0,12.2,3.0,1.0,1.0,760.0
Thomastown,3,h,651000.0,15.3,3.0,1.0,2.0,526.0
Caulfield,4,t,1600000.0,8.9,4.0,3.0,2.0,812.0
Strathmore,3,u,750000.0,8.2,3.0,2.0,2.0,288.0
Maidstone,2,u,405000.0,9.2,2.0,2.0,1.0,2787.0
Oak Park,4,h,1300000.0,11.2,4.0,2.0,2.0,866.0
Williamstown,5,h,1410000.0,8.0,5.0,2.0,2.0,195.0
Maribyrnong,2,u,353000.0,4.3,2.0,1.0,1.0,4977.0
Reservoir,4,h,1150000.0,11.2,4.0,1.0,2.0,928.0
Footscray,2,h,711000.0,6.4,2.0,1.0,2.0,253.0
Kensington,3,h,1190000.0,4.2,3.0,2.0,1.0,180.0
Albert Park,4,h,2800000.0,3.3,4.0,3.0,1.0,327.0
Keilor Downs,4,h,790000.0,15.5,4.0,2.0,3.0,696.0
Cremorne,2,h,1000000.0,2.5,2.0,1.0,2.0,176.0
St Kilda,1,u,360000.0,5.0,1.0,1.0,1.0,0.0
Mont Albert,3,t,1310000.0,11.8,3.0,2.0,2.0,330.0
Watsonia,3,h,582000.0,14.9,3.0,1.0,0.0,302.0
Box Hill,2,u,572000.0,13.1,2.0,1.0,1.0,0.0
Lower Plenty,2,u,420000.0,14.6,2.0,1.0,1.0,119.0
Reservoir,3,t,640000.0,12.0,3.0,1.0,1.0,224.0
Brighton East,5,h,1915000.0,10.7,5.0,2.0,0.0,645.0
Strathmore,3,h,1742000.0,8.2,3.0,2.0,3.0,697.0
Sunshine,3,h,600000.0,12.6,3.0,1.0,1.0,0.0
West Footscray,3,h,915000.0,8.2,3.0,1.0,2.0,434.0
Heidelberg,3,h,1195000.0,10.6,3.0,1.0,1.0,662.0
Kingsbury,3,h,690000.0,12.4,3.0,1.0,2.0,556.0
Dandenong,3,h,880000.0,24.7,3.0,2.0,10.0,734.0
Armadale,1,u,390000.0,6.3,1.0,1.0,0.0,881.0
Essendon,2,u,606000.0,8.0,2.0,1.0,2.0,0.0
Elwood,2,u,599999.0,7.7,2.0,1.0,0.0,0.0
Footscray,2,h,800000.0,6.4,2.0,1.0,2.0,260.0
Essendon,2,u,480000.0,8.0,2.0,1.0,1.0,0.0
Rosanna,2,u,452000.0,11.4,2.0,1.0,1.0,0.0
Footscray,3,h,755000.0,5.1,3.0,1.0,2.0,334.0
Croydon,3,h,877500.0,23.0,3.0,2.0,1.0,979.0
Brighton East,3,h,1300000.0,10.7,3.0,2.0,3.0,619.0
Brighton East,5,h,2550000.0,10.7,5.0,3.0,2.0,551.0
Clayton South,4,h,962000.0,17.5,4.0,2.0,4.0,724.0
Surrey Hills,3,t,1325000.0,11.2,3.0,2.0,1.0,302.0
Oak Park,4,h,865000.0,11.5,4.0,1.0,2.0,696.0
Carrum Downs,4,h,647000.0,34.9,4.0,2.0,4.0,688.0
Mont Albert,3,h,1564000.0,11.8,3.0,2.0,2.0,640.0
Reservoir,3,h,779000.0,11.2,3.0,1.0,2.0,945.0
Glenroy,3,u,590000.0,13.0,3.0,2.0,2.0,0.0
Melbourne,2,u,483000.0,2.8,1.0,1.0,1.0,0.0
Albert Park,2,u,685000.0,3.0,2.0,1.0,0.0,324.0
Brunswick,2,t,605000.0,5.2,2.0,1.0,1.0,0.0
Hawthorn,3,h,1702000.0,5.3,3.0,1.0,2.0,290.0
Mont Albert,4,h,2100000.0,11.8,4.0,2.0,5.0,719.0
Northcote,4,h,3850000.0,5.5,4.0,4.0,8.0,1390.0
Balwyn North,3,h,1890000.0,9.7,3.0,2.0,1.0,632.0
South Melbourne,2,h,1355000.0,1.9,2.0,1.0,0.0,109.0
Hawthorn,1,u,415000.0,4.6,1.0,1.0,1.0,0.0
Seddon,3,h,950000.0,6.6,3.0,1.0,0.0,220.0
Clifton Hill,2,h,1310000.0,3.6,2.0,1.0,,146.0
Essendon,4,h,1870000.0,8.0,4.0,1.0,1.0,700.0
Preston,3,h,725000.0,8.4,3.0,1.0,2.0,590.0
Malvern East,5,h,2350000.0,11.2,5.0,2.0,2.0,567.0
Williamstown,3,h,1150000.0,8.0,3.0,1.0,0.0,308.0
Hawthorn,2,u,500000.0,4.6,2.0,1.0,1.0,0.0
Keilor Park,3,h,566000.0,14.5,3.0,2.0,2.0,554.0
Broadmeadows,3,h,637000.0,14.0,3.0,1.0,5.0,670.0
Yarraville,3,t,670000.0,7.0,3.0,2.0,2.0,152.0
Oak Park,2,t,790000.0,11.2,2.0,2.0,1.0,208.0
Maribyrnong,3,h,3400000.0,4.3,3.0,1.0,5.0,2027.0
Sunshine,2,h,720000.0,12.6,2.0,1.0,2.0,465.0
Preston,3,h,1015000.0,8.8,3.0,2.0,1.0,511.0
Canterbury,3,h,3725000.0,9.0,3.0,2.0,2.0,857.0
Chadstone,3,t,977500.0,11.7,3.0,3.0,3.0,209.0
Reservoir,3,h,777000.0,11.2,3.0,1.0,2.0,480.0
Cairnlea,4,h,750000.0,14.8,4.0,2.0,2.0,447.0
Watsonia,3,h,627500.0,14.9,3.0,1.0,1.0,319.0
Prahran,2,u,690000.0,4.5,2.0,2.0,2.0,1146.0
Thomastown,6,h,931000.0,15.3,6.0,3.0,3.0,646.0
Albert Park,3,h,2225000.0,3.0,3.0,1.0,1.0,241.0
Brunswick,3,h,1120000.0,5.2,3.0,1.0,1.0,322.0
Bentleigh East,3,h,1617000.0,13.8,3.0,1.0,2.0,650.0
Coburg,3,h,1286000.0,7.8,3.0,2.0,2.0,435.0
West Footscray,2,u,266000.0,8.2,2.0,1.0,1.0,1059.0
Newport,2,h,793000.0,8.4,2.0,1.0,1.0,144.0
Glenroy,3,h,1051000.0,11.2,3.0,2.0,2.0,913.0
Niddrie,2,h,657000.0,11.2,2.0,2.0,1.0,268.0
Oakleigh,2,h,875000.0,12.3,2.0,1.0,0.0,419.0
Aberfeldie,4,h,1330000.0,9.1,4.0,2.0,2.0,273.0
Newport,4,h,1650000.0,8.4,4.0,1.0,4.0,837.0
Alphington,1,h,330000.0,5.7,1.0,1.0,1.0,60.0
Thornbury,3,h,1271000.0,7.0,3.0,1.0,2.0,470.0
Heidelberg Heights,2,h,780000.0,8.8,2.0,1.0,1.0,588.0
Jacana,3,h,485000.0,14.5,3.0,1.0,2.0,630.0
