Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,label
Templestowe,4,h,2600000.0,15.5,4.0,2.0,3.0,1330.0,Eastern Metropolitan
Sunshine,3,h,610000.0,12.6,3.0,1.0,0.0,705.0,Western Metropolitan
Hawthorn East,3,h,1615000.0,7.5,3.0,3.0,4.0,459.0,Southern Metropolitan
Cheltenham,3,h,1050000.0,17.9,3.0,1.0,2.0,539.0,Southern Metropolitan
Pascoe Vale,3,h,600000.0,9.9,3.0,1.0,4.0,557.0,Northern Metropolitan
Bentleigh East,3,h,840000.0,13.9,3.0,2.0,2.0,697.0,Southern Metropolitan
South Yarra,3,h,1780000.0,3.3,3.0,2.0,1.0,198.0,Southern Metropolitan
West Footscray,3,h,915000.0,8.2,3.0,1.0,2.0,434.0,Western Metropolitan
Melbourne,2,u,520000.0,2.8,1.0,1.0,1.0,4051.0,Northern Metropolitan
Murrumbeena,2,t,690000.0,12.1,2.0,1.0,1.0,129.0,Southern Metropolitan
Brunswick West,3,h,901000.0,5.9,3.0,1.0,4.0,357.0,Northern Metropolitan
Ascot Vale,3,h,870000.0,4.3,3.0,2.0,3.0,388.0,Western Metropolitan
Balwyn,3,h,905000.0,9.7,3.0,1.0,2.0,281.0,Southern Metropolitan
Hawthorn,2,h,1155000.0,4.6,2.0,1.0,2.0,235.0,Southern Metropolitan
Essendon,2,u,445000.0,8.0,2.0,1.0,1.0,916.0,Western Metropolitan
Sunshine,3,h,960000.0,10.5,3.0,2.0,2.0,655.0,Western Metropolitan
Armadale,4,h,4060000.0,6.3,4.0,2.0,1.0,574.0,Southern Metropolitan
Newport,3,h,1075000.0,8.4,3.0,1.0,0.0,452.0,Western Metropolitan
Bentleigh,4,h,1355000.0,13.0,4.0,2.0,3.0,591.0,Southern Metropolitan
Hawthorn,4,h,5050000.0,4.6,4.0,4.0,2.0,905.0,Southern Metropolitan
Keilor Downs,4,h,700000.0,15.5,4.0,2.0,2.0,726.0,Western Metropolitan
Taylors Lakes,3,h,693000.0,15.5,3.0,2.0,3.0,723.0,Western Metropolitan
Epping,3,h,568000.0,19.6,3.0,2.0,2.0,420.0,Northern Metropolitan
Brunswick East,3,h,1350000.0,4.5,3.0,1.0,2.0,407.0,Northern Metropolitan
Collingwood,2,h,670000.0,1.6,2.0,1.0,0.0,118.0,Northern Metropolitan
Mulgrave,3,h,757500.0,18.8,3.0,2.0,1.0,145.0,South-Eastern Metropolitan
Clifton Hill,2,h,1250000.0,3.4,2.0,1.0,1.0,168.0,Northern Metropolitan
Collingwood,1,u,415000.0,1.6,1.0,1.0,1.0,3701.0,Northern Metropolitan
Braybrook,3,h,510000.0,10.8,3.0,1.0,2.0,587.0,Western Metropolitan
Lalor,3,h,580500.0,16.3,3.0,1.0,1.0,532.0,Northern Metropolitan
South Yarra,3,h,1700000.0,3.3,2.0,2.0,1.0,181.0,Southern Metropolitan
Sunshine,4,h,830000.0,10.5,4.0,1.0,3.0,502.0,Western Metropolitan
Taylors Lakes,3,h,760000.0,15.5,3.0,3.0,2.0,654.0,Western Metropolitan
Glenroy,2,u,250000.0,13.0,2.0,1.0,1.0,0.0,Northern Metropolitan
Brunswick West,2,u,537000.0,5.9,2.0,1.0,1.0,501.0,Northern Metropolitan
Altona,2,t,600000.0,13.8,2.0,1.0,2.0,190.0,Western Metropolitan
Newport,1,h,643700.0,8.4,1.0,1.0,0.0,129.0,Western Metropolitan
Reservoir,3,h,705000.0,11.2,3.0,1.0,1.0,437.0,Northern Metropolitan
Carnegie,3,h,1600000.0,11.4,4.0,2.0,2.0,751.0,Southern Metropolitan
Coburg,3,h,1100000.0,6.7,3.0,1.0,0.0,532.0,Northern Metropolitan
Port Melbourne,2,h,1515000.0,3.5,2.0,2.0,,197.0,Southern Metropolitan
Prahran,1,u,482500.0,4.5,2.0,1.0,1.0,443.0,Southern Metropolitan
Williamstown,3,h,1575000.0,8.0,3.0,2.0,3.0,430.0,Western Metropolitan
Murrumbeena,3,u,835000.0,12.1,3.0,1.0,1.0,181.0,Southern Metropolitan
Kew,4,h,1312000.0,5.6,4.0,2.0,1.0,687.0,Southern Metropolitan
Reservoir,2,u,352000.0,11.2,2.0,1.0,1.0,117.0,Northern Metropolitan
Newport,3,h,975000.0,8.4,3.0,2.0,2.0,333.0,Western Metropolitan
Ashburton,3,h,1518000.0,11.0,3.0,2.0,2.0,516.0,Southern Metropolitan
Wollert,3,h,400000.0,25.5,3.0,2.0,1.0,213.0,Northern Metropolitan
Coburg,4,h,1055000.0,6.7,4.0,1.0,1.0,560.0,Northern Metropolitan
Balwyn North,3,h,1700000.0,9.2,3.0,2.0,3.0,763.0,Southern Metropolitan
Hillside,3,h,485000.0,18.0,3.0,2.0,1.0,453.0,Western Metropolitan
Doveton,3,h,500000.0,28.8,3.0,1.0,3.0,621.0,South-Eastern Metropolitan
Hampton,4,h,2880000.0,13.7,4.0,3.0,2.0,687.0,Southern Metropolitan
Greenvale,4,h,730000.0,20.4,4.0,2.0,1.0,633.0,Northern Metropolitan
Albanvale,3,h,506000.0,14.0,3.0,1.0,2.0,544.0,Western Metropolitan
Caulfield North,4,h,2830000.0,8.1,4.0,2.0,2.0,723.0,Southern Metropolitan
Altona North,4,h,693000.0,11.1,4.0,2.0,4.0,315.0,Western Metropolitan
Kensington,2,h,732000.0,4.2,3.0,2.0,1.0,94.0,Northern Metropolitan
Sunshine West,3,h,668000.0,13.5,3.0,1.0,2.0,697.0,Western Metropolitan
Highett,4,h,1911000.0,16.0,4.0,3.0,2.0,616.0,Southern Metropolitan
South Kingsville,3,t,855000.0,9.1,3.0,2.0,2.0,337.0,Western Metropolitan
Alphington,3,h,1492000.0,6.4,3.0,2.0,2.0,411.0,Northern Metropolitan
Greensborough,5,h,880000.0,16.1,4.0,3.0,2.0,789.0,Northern Metropolitan
Templestowe Lower,3,h,1155000.0,13.8,3.0,1.0,1.0,770.0,Eastern Metropolitan
Brighton East,4,t,1700000.0,10.7,4.0,3.0,2.0,312.0,Southern Metropolitan
Frankston South,3,h,1155000.0,38.0,3.0,2.0,2.0,2405.0,South-Eastern Metropolitan
Malvern East,3,h,1680000.0,11.2,3.0,2.0,2.0,234.0,Southern Metropolitan
Yarraville,3,h,1225000.0,6.3,3.0,1.0,0.0,230.0,Western Metropolitan
Cheltenham,4,h,1160000.0,17.9,4.0,2.0,2.0,585.0,Southern Metropolitan
Port Melbourne,3,h,1665000.0,3.5,3.0,3.0,2.0,121.0,Southern Metropolitan
Glen Waverley,2,u,656000.0,16.7,2.0,1.0,1.0,345.0,Eastern Metropolitan
West Footscray,4,h,710000.0,8.2,4.0,1.0,1.0,255.0,Western Metropolitan
Coburg North,2,h,530000.0,9.2,2.0,1.0,1.0,332.0,Northern Metropolitan
Brunswick West,3,u,763000.0,5.2,3.0,1.0,1.0,138.0,Northern Metropolitan
St Kilda,2,u,582000.0,6.1,2.0,1.0,0.0,0.0,Southern Metropolitan
Aberfeldie,4,h,1346000.0,9.1,2.0,2.0,2.0,559.0,Western Metropolitan
Yarraville,4,h,925000.0,7.0,4.0,1.0,1.0,288.0,Western Metropolitan
Cheltenham,2,u,601000.0,17.9,2.0,1.0,1.0,1078.0,Southern Metropolitan
Ormond,2,u,405000.0,11.8,2.0,1.0,1.0,0.0,Southern Metropolitan
Notting Hill,3,u,840000.0,16.7,3.0,1.0,1.0,390.0,Southern Metropolitan
Northcote,4,h,1350000.0,5.3,4.0,2.0,2.0,264.0,Northern Metropolitan
Moorabbin,3,h,1020000.0,14.6,3.0,1.0,3.0,771.0,Southern Metropolitan
Ormond,4,h,1565000.0,11.4,4.0,3.0,2.0,719.0,Southern Metropolitan
South Morang,3,h,500000.0,20.5,3.0,2.0,2.0,330.0,Northern Metropolitan
Ferntree Gully,2,h,775000.0,24.8,2.0,1.0,1.0,733.0,Eastern Metropolitan
Altona North,3,h,875000.0,9.4,3.0,1.0,4.0,563.0,Western Metropolitan
St Albans,4,h,632500.0,14.0,4.0,2.0,2.0,592.0,Western Metropolitan
Moonee Ponds,2,h,1020000.0,6.2,2.0,1.0,1.0,269.0,Western Metropolitan
Brighton East,2,h,1250000.0,10.7,2.0,1.0,2.0,443.0,Southern Metropolitan
Spotswood,3,h,775000.0,7.7,3.0,1.0,1.0,435.0,Western Metropolitan
Pascoe Vale,3,h,599000.0,9.9,3.0,1.0,1.0,534.0,Northern Metropolitan
Murrumbeena,1,u,357000.0,10.1,1.0,1.0,1.0,1382.0,Southern Metropolitan
Strathmore,3,h,1400000.0,9.7,4.0,1.0,2.0,656.0,Western Metropolitan
Port Melbourne,2,u,1405000.0,3.8,2.0,2.0,1.0,0.0,Southern Metropolitan
North Melbourne,4,h,1746000.0,1.8,4.0,2.0,0.0,149.0,Northern Metropolitan
Preston,3,h,905000.0,8.4,3.0,1.0,1.0,473.0,Northern Metropolitan
Fawkner,3,h,640000.0,12.4,3.0,1.0,4.0,533.0,Northern Metropolitan
Surrey Hills,4,h,1530000.0,11.2,4.0,2.0,2.0,486.0,Southern Metropolitan
Balaclava,4,h,1819000.0,6.6,3.0,2.0,1.0,244.0,Southern Metropolitan
Bulleen,3,h,1100000.0,10.8,3.0,1.0,1.0,711.0,Eastern Metropolitan
Mount Waverley,4,h,1750000.0,14.2,4.0,2.0,2.0,570.0,Eastern Metropolitan
Essendon,4,h,1775000.0,8.0,3.0,2.0,2.0,725.0,Western Metropolitan
Canterbury,3,h,1640000.0,9.0,3.0,3.0,2.0,352.0,Southern Metropolitan
St Kilda,1,u,385000.0,6.1,1.0,1.0,1.0,0.0,Southern Metropolitan
Thomastown,3,u,460000.0,15.3,3.0,1.0,1.0,340.0,Northern Metropolitan
Middle Park,4,h,2500000.0,3.0,4.0,3.0,1.0,209.0,Southern Metropolitan
Footscray,3,h,900000.0,5.1,3.0,1.0,3.0,312.0,Western Metropolitan
Cheltenham,4,h,1255000.0,17.9,4.0,2.0,4.0,712.0,Southern Metropolitan
Brunswick,3,h,910000.0,5.2,2.0,1.0,1.0,215.0,Northern Metropolitan
Templestowe Lower,3,h,2025000.0,13.8,3.0,1.0,2.0,796.0,Eastern Metropolitan
Cairnlea,4,h,720000.0,14.8,4.0,2.0,2.0,595.0,Western Metropolitan
Craigieburn,4,h,592500.0,20.6,4.0,2.0,2.0,448.0,Northern Metropolitan
Williamstown,3,h,1031000.0,6.8,3.0,2.0,2.0,333.0,Western Metropolitan
Bayswater North,3,h,616000.0,23.2,3.0,2.0,0.0,586.0,Eastern Metropolitan
Templestowe Lower,4,h,1100000.0,13.8,4.0,2.0,4.0,654.0,Eastern Metropolitan
Fitzroy North,1,h,899000.0,3.5,2.0,1.0,0.0,153.0,Northern Metropolitan
Seddon,2,u,533000.0,6.6,2.0,1.0,1.0,0.0,Western Metropolitan
Kew East,4,h,1315000.0,7.5,4.0,2.0,2.0,458.0,Southern Metropolitan
Richmond,3,h,1150000.0,2.6,3.0,1.0,0.0,176.0,Northern Metropolitan
Kensington,2,h,825000.0,4.2,2.0,1.0,1.0,211.0,Northern Metropolitan
Parkville,1,u,352500.0,2.6,1.0,1.0,1.0,0.0,Northern Metropolitan
Moorabbin,3,h,1401500.0,14.3,3.0,2.0,4.0,867.0,Southern Metropolitan
Gowanbrae,4,h,802500.0,13.6,4.0,2.0,2.0,0.0,Western Metropolitan
Preston,3,h,875000.0,8.8,3.0,2.0,1.0,650.0,Northern Metropolitan
Ivanhoe East,2,u,485000.0,9.0,2.0,1.0,1.0,0.0,Eastern Metropolitan
North Melbourne,2,u,645000.0,2.3,2.0,1.0,1.0,0.0,Northern Metropolitan
Clayton South,2,u,575000.0,17.5,2.0,1.0,2.0,914.0,South-Eastern Metropolitan
Kew,4,h,2150000.0,5.6,4.0,4.0,2.0,543.0,Southern Metropolitan
Hawthorn East,3,h,1320000.0,7.5,3.0,2.0,1.0,213.0,Southern Metropolitan
Brunswick,3,h,1510000.0,5.2,3.0,1.0,0.0,325.0,Northern Metropolitan
Coburg,3,t,740000.0,7.8,3.0,2.0,1.0,255.0,Northern Metropolitan
Southbank,3,h,1220000.0,1.2,3.0,1.0,1.0,0.0,Southern Metropolitan
Cremorne,1,u,415000.0,2.5,1.0,1.0,1.0,0.0,Northern Metropolitan
Thornbury,2,h,1260000.0,6.5,2.0,1.0,0.0,317.0,Northern Metropolitan
Altona,3,h,950000.0,11.0,3.0,1.0,1.0,399.0,Western Metropolitan
Essendon,1,u,326000.0,7.5,1.0,1.0,1.0,0.0,Western Metropolitan
Carlton North,1,u,468000.0,3.2,1.0,1.0,1.0,861.0,Northern Metropolitan
Albert Park,2,u,647000.0,3.3,2.0,1.0,1.0,0.0,Southern Metropolitan
Kew,4,h,2286000.0,5.6,4.0,3.0,2.0,712.0,Southern Metropolitan
Northcote,4,h,1340000.0,5.5,4.0,1.0,2.0,0.0,Northern Metropolitan
Glenroy,2,h,730000.0,13.0,2.0,1.0,1.0,705.0,Northern Metropolitan
Hawthorn East,2,u,400000.0,6.2,2.0,1.0,1.0,0.0,Southern Metropolitan
Essendon,2,h,732500.0,8.0,2.0,1.0,1.0,196.0,Western Metropolitan
Elsternwick,3,h,1940000.0,8.5,3.0,2.0,2.0,439.0,Southern Metropolitan
Moonee Ponds,3,h,1210000.0,6.2,3.0,2.0,0.0,411.0,Western Metropolitan
Ormond,2,h,861000.0,11.8,2.0,1.0,1.0,0.0,Southern Metropolitan
Essendon,5,h,1607500.0,8.0,5.0,3.0,1.0,695.0,Western Metropolitan
Essendon,3,h,1150000.0,7.5,3.0,1.0,2.0,658.0,Western Metropolitan
Essendon,3,h,1445000.0,8.0,3.0,2.0,1.0,400.0,Western Metropolitan
Balwyn North,4,h,1725000.0,9.2,4.0,3.0,2.0,627.0,Southern Metropolitan
Knoxfield,4,h,1040000.0,23.3,4.0,2.0,2.0,633.0,Eastern Metropolitan
Eltham North,4,h,905000.0,18.0,4.0,2.0,0.0,2000.0,Eastern Metropolitan
Albion,3,h,787000.0,10.5,3.0,1.0,3.0,716.0,Western Metropolitan
Northcote,1,u,400000.0,5.5,1.0,1.0,1.0,0.0,Northern Metropolitan
Bulleen,3,h,1400000.0,11.8,3.0,1.0,3.0,770.0,Eastern Metropolitan
Hawthorn,2,u,815000.0,4.6,2.0,1.0,1.0,0.0,Southern Metropolitan
St Kilda,2,h,1435000.0,6.1,2.0,1.0,1.0,225.0,Southern Metropolitan
Essendon,3,h,980000.0,8.0,3.0,1.0,3.0,503.0,Western Metropolitan
Box Hill,4,h,1831000.0,10.9,4.0,1.0,1.0,662.0,Eastern Metropolitan
Jacana,3,h,485000.0,14.5,3.0,1.0,2.0,630.0,Northern Metropolitan
Ripponlea,2,u,558500.0,7.2,2.0,1.0,1.0,1453.0,Southern Metropolitan
Clifton Hill,2,u,533000.0,3.4,2.0,1.0,1.0,0.0,Northern Metropolitan
Hampton,3,h,1610000.0,13.7,3.0,1.0,2.0,569.0,Southern Metropolitan
Williamstown,3,h,1482500.0,8.0,3.0,2.0,1.0,506.0,Western Metropolitan
Preston,2,h,986000.0,8.8,2.0,1.0,1.0,472.0,Northern Metropolitan
Seaford,3,h,782500.0,35.4,3.0,2.0,2.0,603.0,South-Eastern Metropolitan
Melton West,3,h,410000.0,31.7,3.0,2.0,2.0,740.0,Northern Victoria
South Melbourne,3,h,1412000.0,1.9,3.0,1.0,,128.0,Southern Metropolitan
Strathmore,4,h,920000.0,9.7,4.0,1.0,1.0,390.0,Western Metropolitan
Brunswick,3,h,990000.0,5.2,3.0,1.0,2.0,410.0,Northern Metropolitan
Kensington,2,u,535000.0,3.4,2.0,1.0,1.0,0.0,Northern Metropolitan
Wantirna,4,h,1214000.0,14.7,4.0,1.0,2.0,734.0,Eastern Metropolitan
Malvern East,2,u,835000.0,11.2,2.0,1.0,1.0,0.0,Southern Metropolitan
Richmond,2,u,696000.0,2.6,2.0,2.0,1.0,0.0,Northern Metropolitan
Reservoir,4,h,770000.0,11.2,4.0,1.0,2.0,855.0,Northern Metropolitan
Pascoe Vale,2,u,541000.0,8.5,2.0,1.0,1.0,133.0,Northern Metropolitan
Avondale Heights,4,h,850000.0,10.5,4.0,1.0,2.0,697.0,Western Metropolitan
Essendon West,3,h,1390000.0,7.5,3.0,1.0,2.0,793.0,Western Metropolitan
Sunshine West,3,h,615000.0,13.5,3.0,2.0,6.0,667.0,Western Metropolitan
Oakleigh South,3,h,995000.0,14.7,3.0,1.0,1.0,530.0,South-Eastern Metropolitan
Carnegie,2,u,460000.0,11.4,2.0,1.0,1.0,0.0,Southern Metropolitan
Fawkner,3,h,670000.0,13.1,3.0,2.0,2.0,350.0,Northern Metropolitan
Brunswick,2,u,460000.0,5.2,2.0,1.0,1.0,69.0,Northern Metropolitan
Newport,3,h,910000.0,8.4,3.0,1.0,2.0,531.0,Western Metropolitan
Mulgrave,4,h,1001000.0,18.8,4.0,2.0,7.0,771.0,South-Eastern Metropolitan
Glen Iris,3,h,1751000.0,9.2,3.0,1.0,3.0,609.0,Southern Metropolitan
Bentleigh East,4,h,1175000.0,13.9,4.0,2.0,2.0,620.0,Southern Metropolitan
Collingwood,2,u,910000.0,1.6,2.0,1.0,1.0,0.0,Northern Metropolitan
Coburg North,2,h,700000.0,6.7,2.0,1.0,1.0,303.0,Northern Metropolitan
Ripponlea,1,u,327000.0,7.4,1.0,1.0,1.0,486.0,Southern Metropolitan
Burwood,3,h,1325000.0,10.4,3.0,1.0,1.0,756.0,Southern Metropolitan
Warrandyte,4,h,1420000.0,21.1,4.0,3.0,2.0,1209.0,Eastern Metropolitan
Fitzroy North,2,h,1055000.0,3.5,2.0,1.0,0.0,122.0,Northern Metropolitan
Camberwell,3,t,1320000.0,7.7,3.0,2.0,2.0,227.0,Southern Metropolitan
Altona Meadows,3,h,590000.0,15.5,3.0,1.0,2.0,459.0,Western Metropolitan
Heidelberg Heights,5,h,890000.0,10.5,5.0,2.0,2.0,596.0,Eastern Metropolitan
Parkdale,3,h,1315000.0,21.5,3.0,2.0,2.0,627.0,South-Eastern Metropolitan
Preston,2,h,920000.0,8.8,2.0,2.0,2.0,516.0,Northern Metropolitan
Fitzroy,2,h,800000.0,1.6,2.0,2.0,1.0,64.0,Northern Metropolitan
Balwyn North,5,h,3000000.0,9.7,5.0,4.0,2.0,830.0,Southern Metropolitan
Carnegie,2,u,605000.0,11.4,2.0,1.0,1.0,0.0,Southern Metropolitan
Kew,3,h,2180000.0,5.4,3.0,1.0,2.0,372.0,Southern Metropolitan
Ashburton,3,h,2299500.0,10.2,3.0,2.0,3.0,634.0,Southern Metropolitan
Ascot Vale,3,h,1230000.0,5.9,4.0,1.0,2.0,594.0,Western Metropolitan
Brunswick,3,h,990000.0,5.2,3.0,2.0,1.0,194.0,Northern Metropolitan
Yarraville,3,h,845000.0,7.0,3.0,1.0,2.0,494.0,Western Metropolitan
Flemington,2,u,395000.0,4.4,2.0,1.0,1.0,0.0,Northern Metropolitan
Edithvale,5,h,1260000.0,27.0,5.0,6.0,3.0,900.0,South-Eastern Metropolitan
Thornbury,4,h,1400000.0,7.0,4.0,2.0,0.0,364.0,Northern Metropolitan
Bentleigh East,4,h,1370000.0,13.8,4.0,3.0,3.0,605.0,Southern Metropolitan
Elsternwick,3,t,1200000.0,7.2,3.0,1.0,2.0,1405.0,Southern Metropolitan
St Kilda,2,u,400000.0,6.1,2.0,1.0,1.0,797.0,Southern Metropolitan
Ivanhoe,4,h,1300000.0,7.9,4.0,1.0,1.0,586.0,Eastern Metropolitan
Jacana,4,h,618000.0,14.5,4.0,1.0,2.0,604.0,Northern Metropolitan
Northcote,3,h,1610000.0,5.5,3.0,2.0,1.0,411.0,Northern Metropolitan
Mill Park,2,h,421000.0,17.9,2.0,1.0,1.0,257.0,Northern Metropolitan
Preston,3,h,1186000.0,8.8,2.0,1.0,1.0,713.0,Northern Metropolitan
Moorabbin,3,h,1290000.0,14.3,3.0,1.0,1.0,580.0,Southern Metropolitan
Kew,5,h,3200500.0,5.4,5.0,2.0,2.0,842.0,Southern Metropolitan
Clifton Hill,3,h,1226000.0,3.4,3.0,2.0,0.0,0.0,Northern Metropolitan
Glen Waverley,4,h,1715000.0,16.7,4.0,1.0,2.0,758.0,Eastern Metropolitan
Windsor,2,u,474000.0,5.1,2.0,1.0,1.0,0.0,Southern Metropolitan
Fitzroy North,2,h,1200000.0,3.5,2.0,1.0,0.0,204.0,Northern Metropolitan
Sunshine,4,h,970000.0,12.6,4.0,1.0,4.0,615.0,Western Metropolitan
Hawthorn,3,h,1985000.0,4.6,3.0,2.0,1.0,254.0,Southern Metropolitan
Middle Park,3,h,2010000.0,3.0,3.0,1.0,0.0,207.0,Southern Metropolitan
Heidelberg Heights,5,h,1587500.0,10.5,4.0,5.0,2.0,599.0,Eastern Metropolitan
Fitzroy,2,u,700000.0,2.1,2.0,1.0,1.0,470.0,Northern Metropolitan
Wantirna South,3,t,630000.0,14.7,3.0,1.0,2.0,169.0,Eastern Metropolitan
St Albans,3,h,630000.0,14.0,3.0,1.0,2.0,524.0,Western Metropolitan
Glen Waverley,4,h,1320000.0,16.7,4.0,2.0,5.0,1021.0,Eastern Metropolitan
Port Melbourne,2,h,880000.0,3.8,2.0,1.0,2.0,163.0,Southern Metropolitan
Croydon,2,h,1150000.0,23.0,2.0,1.0,2.0,1800.0,Eastern Metropolitan
Hawthorn,5,h,4250000.0,4.6,5.0,4.0,3.0,1275.0,Southern Metropolitan
Cheltenham,3,h,877000.0,17.9,3.0,1.0,2.0,533.0,Southern Metropolitan
Reservoir,3,h,550000.0,12.0,3.0,1.0,2.0,1723.0,Northern Metropolitan
Keilor Park,3,h,700000.0,10.4,3.0,1.0,1.0,590.0,Western Metropolitan
Prahran,2,h,1305000.0,4.5,2.0,1.0,1.0,210.0,Southern Metropolitan
Diamond Creek,3,h,815000.0,21.8,3.0,2.0,3.0,790.0,Northern Victoria
St Kilda,3,t,1400000.0,6.1,3.0,2.0,2.0,128.0,Southern Metropolitan
McKinnon,3,u,960000.0,11.4,3.0,2.0,3.0,220.0,Southern Metropolitan
Malvern,4,h,1617000.0,7.4,2.0,1.0,0.0,337.0,Southern Metropolitan
Glen Waverley,3,h,1908000.0,16.7,3.0,1.0,2.0,778.0,Eastern Metropolitan
St Kilda,1,u,451000.0,6.1,1.0,1.0,1.0,0.0,Southern Metropolitan
Flemington,2,u,390000.0,4.4,2.0,1.0,1.0,472.0,Northern Metropolitan
Moonee Ponds,1,u,362000.0,6.2,1.0,1.0,1.0,0.0,Western Metropolitan
Brunswick East,2,u,615000.0,4.0,2.0,1.0,1.0,0.0,Northern Metropolitan
Camberwell,2,h,706000.0,7.8,2.0,1.0,1.0,95.0,Southern Metropolitan
Hawthorn,2,u,806000.0,4.6,2.0,1.0,1.0,0.0,Southern Metropolitan
Reservoir,2,u,495000.0,12.0,2.0,1.0,1.0,134.0,Northern Metropolitan
Hawthorn East,3,h,1768000.0,6.2,3.0,2.0,2.0,304.0,Southern Metropolitan
Alphington,2,u,465000.0,6.4,2.0,1.0,1.0,0.0,Northern Metropolitan
Bulleen,3,h,1320000.0,10.8,3.0,1.0,3.0,902.0,Eastern Metropolitan
Camberwell,3,h,1650000.0,7.7,3.0,2.0,2.0,456.0,Southern Metropolitan
Eltham North,4,h,850000.0,18.0,4.0,2.0,2.0,688.0,Eastern Metropolitan
Aberfeldie,4,h,1436000.0,7.5,4.0,3.0,3.0,511.0,Western Metropolitan
Strathmore Heights,4,h,800000.0,12.5,3.0,2.0,4.0,556.0,Western Metropolitan
Vermont South,5,h,1360000.0,17.2,5.0,3.0,2.0,882.0,Eastern Metropolitan
West Footscray,3,h,1155000.0,6.4,3.0,2.0,1.0,342.0,Western Metropolitan
Malvern,2,t,910000.0,5.9,2.0,1.0,2.0,195.0,Southern Metropolitan
West Footscray,4,h,1300000.0,6.4,4.0,2.0,2.0,588.0,Western Metropolitan
Kew,3,h,1410000.0,5.6,3.0,1.0,2.0,304.0,Southern Metropolitan
Sunshine,4,h,760000.0,12.6,4.0,1.0,5.0,650.0,Western Metropolitan
Heidelberg West,2,h,620000.0,9.4,2.0,1.0,2.0,668.0,Eastern Metropolitan
Heidelberg West,3,h,525500.0,9.4,3.0,1.0,1.0,605.0,Eastern Metropolitan
Mount Waverley,4,h,1335000.0,14.2,4.0,1.0,3.0,731.0,Eastern Metropolitan
Newport,4,h,1265000.0,8.4,5.0,2.0,2.0,774.0,Western Metropolitan
Bayswater,2,u,520000.0,23.2,2.0,1.0,1.0,158.0,Eastern Metropolitan
Essendon,4,h,900000.0,8.0,4.0,2.0,1.0,288.0,Western Metropolitan
Coburg,2,h,901000.0,7.8,2.0,1.0,1.0,545.0,Northern Metropolitan
Highett,3,h,1257000.0,16.0,3.0,1.0,2.0,572.0,Southern Metropolitan
Essendon,2,u,485000.0,8.0,2.0,1.0,1.0,0.0,Western Metropolitan
Meadow Heights,4,h,570000.0,17.4,4.0,2.0,2.0,665.0,Northern Metropolitan
Balwyn North,2,h,1350000.0,9.2,2.0,1.0,2.0,467.0,Southern Metropolitan
Malvern East,4,h,1350000.0,11.2,4.0,3.0,2.0,222.0,Southern Metropolitan
South Melbourne,3,u,1550000.0,2.1,3.0,4.0,2.0,0.0,Southern Metropolitan
Balwyn,3,h,2330000.0,7.9,3.0,2.0,4.0,656.0,Southern Metropolitan
Croydon,3,h,702500.0,23.0,3.0,1.0,1.0,864.0,Eastern Metropolitan
Fitzroy North,2,h,1802500.0,3.5,2.0,2.0,1.0,182.0,Northern Metropolitan
Brighton,3,t,3275000.0,10.5,3.0,2.0,3.0,289.0,Southern Metropolitan
Glenroy,3,h,830000.0,11.2,3.0,1.0,2.0,655.0,Northern Metropolitan
South Kingsville,3,h,790000.0,6.2,3.0,2.0,2.0,334.0,Western Metropolitan
Kensington,2,t,750000.0,4.2,2.0,1.0,1.0,325.0,Northern Metropolitan
Glen Iris,3,h,2152500.0,7.3,3.0,2.0,2.0,656.0,Southern Metropolitan
Port Melbourne,3,h,1960000.0,3.5,3.0,2.0,0.0,253.0,Southern Metropolitan
South Yarra,2,u,515000.0,3.3,2.0,1.0,1.0,734.0,Southern Metropolitan
Yarraville,2,u,501344.0,7.0,2.0,1.0,1.0,0.0,Western Metropolitan
Blackburn South,3,h,1264000.0,13.4,3.0,1.0,2.0,579.0,Eastern Metropolitan
Kensington,1,u,392000.0,3.4,1.0,1.0,1.0,0.0,Northern Metropolitan
Yarraville,3,h,1081000.0,7.0,3.0,1.0,1.0,448.0,Western Metropolitan
Richmond,3,h,1102000.0,2.6,3.0,2.0,0.0,194.0,Northern Metropolitan
Port Melbourne,2,u,600000.0,3.8,2.0,1.0,1.0,0.0,Southern Metropolitan
Bundoora,3,h,805000.0,12.1,3.0,1.0,2.0,669.0,Northern Metropolitan
Hawthorn,2,u,1080000.0,5.3,2.0,2.0,2.0,6996.0,Southern Metropolitan
South Yarra,3,h,2285000.0,3.3,3.0,2.0,2.0,221.0,Southern Metropolitan
Pascoe Vale,4,h,822000.0,9.9,4.0,2.0,2.0,250.0,Northern Metropolitan
Aberfeldie,5,h,1830000.0,7.5,5.0,4.0,4.0,730.0,Western Metropolitan
Moorabbin,3,h,975000.0,14.6,3.0,1.0,2.0,650.0,Southern Metropolitan
Frankston South,4,h,980000.0,38.0,4.0,2.0,2.0,937.0,South-Eastern Metropolitan
Keilor East,4,h,1210000.0,11.7,4.0,4.0,3.0,429.0,Western Metropolitan
Williamstown,4,h,2050000.0,8.0,4.0,2.0,2.0,648.0,Western Metropolitan
Hampton,4,h,1600000.0,13.7,4.0,2.0,2.0,607.0,Southern Metropolitan
Preston,1,u,505000.0,8.4,1.0,1.0,1.0,102.0,Northern Metropolitan
Williamstown,2,h,855000.0,8.0,2.0,1.0,1.0,160.0,Western Metropolitan
