nameseq,fickett_score-ORF,fickett_score-full-sequence,label
pre_0_90534|0.66128017,0.5736,0.33863,toeholds
pre_869_91403|0.272443438,0.6002000000000001,0.3595,toeholds
pre_870_91404|0.302662584,0.6271,0.36456,toeholds
pre_871_91405|0.119594517,0.9729000000000001,0.46099999999999997,toeholds
pre_872_91406|0.9306687770000001,0.7112999999999999,0.3704,toeholds
pre_873_91407|1.0,0.9244000000000001,0.32210999999999995,toeholds
pre_874_91408|0.7871475529999999,1.2442,0.42866999999999994,toeholds
pre_875_91409|0.666666667,1.1913,0.44258,toeholds
pre_876_91410|0.519083644,0.9592,0.37089,toeholds
pre_877_91411|0.666666667,1.1491,0.45896,toeholds
pre_878_91412|0.7492953290000001,0.5242,0.31397,toeholds
pre_879_91413|0.333333333,0.7344,0.36944,toeholds
pre_880_91414|0.011301165,0.9534,0.40305,toeholds
pre_881_91415|0.063769017,1.0627,0.43041999999999997,toeholds
pre_882_91416|0.063769017,1.0627,0.43041999999999997,toeholds
pre_883_91417|0.063769017,1.0627,0.43041999999999997,toeholds
pre_884_91418|0.063769017,1.0627,0.43041999999999997,toeholds
pre_885_91419|0.063769017,1.0627,0.43041999999999997,toeholds
pre_886_91420|0.063769017,1.0627,0.43041999999999997,toeholds
pre_887_91421|0.063769017,1.0627,0.43041999999999997,toeholds
pre_888_91422|0.063769017,1.0627,0.43041999999999997,toeholds
pre_889_91423|0.063769017,1.0627,0.43041999999999997,toeholds
pre_890_91424|0.063769017,1.0627,0.43041999999999997,toeholds
pre_891_91425|0.063769017,1.0627,0.43041999999999997,toeholds
pre_892_91426|0.3831354,0.7965,0.30879,toeholds
pre_893_91427|0.590149283,0.7532,0.38411,toeholds
pre_894_91428|0.43386524299999996,0.7245,0.42425,toeholds
pre_895_91429|0.059013674,0.8200000000000001,0.43291,toeholds
pre_896_91430|0.658220069,0.6766,0.3618,toeholds
pre_897_91431|0.257996287,1.1321,0.40725,toeholds
pre_898_91432|0.564530944,0.6692,0.36992,toeholds
pre_899_91433|0.0,0.49839999999999995,0.31481000000000003,toeholds
pre_900_91434|1.0,0.5297000000000001,0.35248999999999997,toeholds
pre_901_91435|0.242229153,0.8153,0.42224999999999996,toeholds
pre_902_91436|0.19343750699999998,0.6673999999999999,0.41023,toeholds
pre_903_91437|1.0,0.45320000000000005,0.24917,toeholds
pre_904_91438|0.8485309670000001,1.117,0.40116999999999997,toeholds
pre_905_91439|0.827435684,0.6709999999999999,0.31584,toeholds
pre_906_91440|0.980244094,0.6617999999999999,0.37689000000000006,toeholds
pre_907_91441|0.760464723,0.7441,0.36567,toeholds
pre_908_91442|0.10095502699999999,1.2738,0.42241,toeholds
pre_909_91443|0.12424188900000001,0.7233999999999999,0.39091,toeholds
pre_910_91444|0.16920097399999998,0.9918,0.43662,toeholds
pre_911_91445|0.942815327,0.6931999999999999,0.35227,toeholds
pre_912_91446|0.042265352,1.1512,0.37252,toeholds
pre_913_91447|0.517425082,1.0862,0.37623999999999996,toeholds
pre_914_91448|0.7490141640000001,1.0183,0.40681,toeholds
pre_915_91449|0.039906300000000006,0.6759,0.46789000000000003,toeholds
pre_916_91450|0.517727412,1.1006,0.40198000000000006,toeholds
pre_917_91451|0.298578477,0.882,0.45887000000000006,toeholds
pre_918_91452|0.914545825,0.5927,0.33937,toeholds
pre_919_91453|0.581979125,0.9443,0.3713,toeholds
pre_920_91454|0.962611001,0.6671999999999999,0.34607,toeholds
pre_921_91455|0.126838428,0.7391,0.40602000000000005,toeholds
pre_922_91456|0.6275361,0.8649,0.33568000000000003,toeholds
pre_923_91457|0.379266793,0.914,0.42313,toeholds
pre_924_91458|0.791262818,0.6516,0.34831999999999996,toeholds
pre_925_91459|0.391132036,0.6926,0.36841,toeholds
pre_926_91460|0.677722354,1.0089000000000001,0.44142000000000003,toeholds
pre_927_91461|0.9442045579999999,0.9916000000000001,0.43954,toeholds
pre_928_91462|0.0,1.2207,0.43953,toeholds
pre_929_91463|0.0,0.9557,0.40306,toeholds
pre_930_91464|0.70074313,0.6187999999999999,0.34467000000000003,toeholds
pre_931_91465|0.043018590999999995,0.7393,0.40065,toeholds
pre_932_91466|0.394566021,0.4704,0.30893,toeholds
pre_933_91467|0.672329202,0.636,0.41601,toeholds
pre_934_91468|0.666666667,0.8142,0.43100999999999995,toeholds
pre_935_91469|1.0,0.47669999999999996,0.30888,toeholds
pre_936_91470|0.716441636,0.4557,0.30805000000000005,toeholds
pre_937_91471|0.333333333,0.6839,0.40204000000000006,toeholds
pre_938_91472|1.0,0.7985,0.35696000000000006,toeholds
pre_939_91473|0.757440764,0.5516,0.38725000000000004,toeholds
pre_940_91474|0.359746625,1.1212,0.45477999999999996,toeholds
pre_941_91475|0.137853113,0.5683999999999999,0.34731,toeholds
pre_942_91476|1.0,0.6659,0.41485,toeholds
pre_943_91477|0.782509342,0.4235,0.34727,toeholds
pre_944_91478|0.333333333,0.795,0.42171,toeholds
pre_945_91479|0.138475514,0.5736,0.31553,toeholds
pre_946_91480|0.9833659309999999,0.6294,0.44509,toeholds
pre_947_91481|0.819017509,0.7608000000000001,0.44199,toeholds
pre_948_91482|0.357046331,0.8519000000000001,0.43279999999999996,toeholds
pre_949_91483|0.915699959,0.7566,0.353,toeholds
pre_950_91484|0.372061015,0.5970999999999999,0.42186999999999997,toeholds
pre_951_91485|0.249455977,0.8654999999999999,0.4328,toeholds
pre_952_91486|0.16682254400000002,0.6970000000000001,0.36042,toeholds
pre_953_91487|0.352634912,1.054,0.43536,toeholds
pre_954_91488|0.8218245820000001,0.504,0.29925999999999997,toeholds
pre_955_91489|0.666666667,0.7163,0.37361,toeholds
pre_956_91490|0.3989058070000001,0.5268999999999999,0.34983,toeholds
pre_957_91491|0.31489027199999997,1.0886,0.37849000000000005,toeholds
pre_958_91492|0.437343879,0.8913,0.39842,toeholds
pre_959_91493|0.074580602,0.5627,0.37488,toeholds
pre_960_91494|0.37816246,0.5395,0.30767,toeholds
pre_961_91495|0.611281701,0.8216,0.36904999999999993,toeholds
pre_962_91496|0.784434161,0.881,0.39785000000000004,toeholds
pre_963_91497|0.5704334560000001,0.49000000000000005,0.29228,toeholds
pre_964_91498|1.0,0.5845,0.37679999999999997,toeholds
pre_965_91499|0.7521288340000001,0.7505000000000001,0.39313000000000003,toeholds
pre_966_91500|0.129126298,0.8635,0.40989,toeholds
pre_967_91501|0.363504249,1.2041,0.44848000000000005,toeholds
pre_968_91502|0.983618323,0.46509999999999996,0.27756,toeholds
pre_969_91503|0.447768722,0.9286,0.4763,toeholds
pre_970_91504|0.10835141,0.6887,0.36614,toeholds
pre_971_91505|0.9833841209999999,0.5780000000000001,0.35017999999999994,toeholds
pre_972_91506|0.333333333,0.6156,0.36046999999999996,toeholds
pre_973_91507|0.98715814,0.5683999999999999,0.34731,toeholds
pre_974_91508|0.039613268,0.7969,0.42916,toeholds
pre_975_91509|0.793096267,0.7905000000000001,0.4236,toeholds
pre_976_91510|0.403495768,0.6869,0.35297,toeholds
pre_977_91511|0.27500929,0.6606000000000001,0.35018,toeholds
pre_978_91512|1.0,0.505,0.33869000000000005,toeholds
pre_979_91513|0.776974065,0.5912,0.36156000000000005,toeholds
pre_980_91514|1.0,0.6578,0.35424,toeholds
pre_981_91515|0.828304266,0.9109,0.41458,toeholds
pre_982_91516|0.099316482,1.0538,0.46194999999999997,toeholds
pre_983_91517|0.074735262,0.8345000000000001,0.41761000000000004,toeholds
pre_984_91518|1.0,0.7206,0.38172000000000006,toeholds
pre_985_91519|0.180778448,0.9802000000000001,0.45032,toeholds
pre_986_91520|1.0,0.7263,0.38344,toeholds
pre_987_91521|0.7064213009999999,0.8143,0.4045,toeholds
pre_988_91522|0.8659841309999999,0.8496000000000001,0.28339000000000003,toeholds
pre_989_91523|0.078503092,0.7566,0.38258000000000003,toeholds
pre_990_91524|0.080196543,0.6218999999999999,0.39828,toeholds
pre_991_91525|0.666666667,0.8447,0.37506,toeholds
pre_992_91526|0.4399059970000001,0.8616000000000001,0.31426,toeholds
pre_993_91527|0.018742393,0.7149,0.42636,toeholds
pre_994_91528|0.4306246970000001,0.823,0.44924000000000003,toeholds
pre_995_91529|1.0,0.7952,0.36004,toeholds
pre_996_91530|0.333333333,0.8515,0.3864,toeholds
pre_997_91531|0.856589395,0.7052,0.38679,toeholds
pre_998_91532|0.06308846900000001,0.4583,0.25187,toeholds
pre_999_91533|0.496548685,0.9905,0.38054,toeholds
